scenario,variable,shock_id,total,l1
GIRF — aluminium to uncertainty shock,wheat_us_hrw,coffee_arabic,-0.0044065807827355806,0.020218790491918687
GIRF — aluminium to uncertainty shock,wheat_us_hrw,tin,-0.004174748238305652,0.010382161027022352
GIRF — aluminium to uncertainty shock,wheat_us_hrw,silver,0.003801575747229267,0.015091612912177957
GIRF — aluminium to uncertainty shock,wheat_us_hrw,gold,0.002861507231547813,0.010142086379977286
GIRF — aluminium to uncertainty shock,wheat_us_hrw,platinum,-0.0028410000718488947,0.013715158020483812
GIRF — aluminium to uncertainty shock,wheat_us_hrw,sugar_wld,0.002041774888565968,0.01724978534435369
GIRF — aluminium to uncertainty shock,wheat_us_hrw,ngas_us,5.851546015185813e-4,0.011009677640591714
GIRF — aluminium to uncertainty shock,wheat_us_hrw,crude_wti,-5.760190091865648e-4,0.0023557598903346097
GIRF — aluminium to uncertainty shock,wheat_us_hrw,lead,3.910681171281614e-4,0.030367264449759734
GIRF — aluminium to uncertainty shock,wheat_us_hrw,cotton_a_indx,-3.302923669742657e-4,0.0020998791644869295
GIRF — aluminium to uncertainty shock,wheat_us_hrw,copper,1.7100972526725312e-4,0.032324603886422255
GIRF — aluminium to uncertainty shock,wheat_us_hrw,cocoa,-1.0684185323181798e-4,0.011505328425165998
GIRF — aluminium to uncertainty shock,zinc,zinc,0.07712792112560382,0.32948452557167346
GIRF — aluminium to uncertainty shock,zinc,maize,-0.010599436397808954,0.03898608057785001
GIRF — aluminium to uncertainty shock,zinc,soybeans,-0.0037136626417904155,0.028481296424634102
GIRF — aluminium to uncertainty shock,zinc,ngas_us,-0.0035932892853399448,0.01273218400027642
GIRF — aluminium to uncertainty shock,zinc,tin,-0.0026324651121397255,0.032448704496994094
GIRF — aluminium to uncertainty shock,zinc,platinum,-0.0019297768059970638,0.008425189828511622
GIRF — aluminium to uncertainty shock,zinc,wheat_us_hrw,-0.0019238578853122204,0.015507636503167813
GIRF — aluminium to uncertainty shock,zinc,nickel,-0.001553490728461826,0.006094859303354224
GIRF — aluminium to uncertainty shock,zinc,sugar_wld,0.001340426449038781,0.012333600311516188
GIRF — aluminium to uncertainty shock,zinc,lead,-0.0010818810397994459,0.005607970444390497
GIRF — aluminium to uncertainty shock,zinc,aluminium,9.80228597151821e-4,0.01033444167028436
GIRF — aluminium to uncertainty shock,zinc,copper,9.011306690189457e-4,0.010552206134344504
GIRF — aluminium to uncertainty shock,zinc,cotton_a_indx,-8.741623459109673e-4,0.003247135557267385
GIRF — aluminium to uncertainty shock,zinc,gold,-7.938262012657825e-4,0.003678079780361502
GIRF — aluminium to uncertainty shock,zinc,cocoa,-6.160285170574945e-4,0.0024214280047246085
GIRF — aluminium to uncertainty shock,zinc,crude_wti,5.41468173086034e-4,0.00625959231494555
GIRF — aluminium to uncertainty shock,zinc,silver,-2.9533477829588647e-4,0.0012792511334106297
GIRF — aluminium to uncertainty shock,zinc,coffee_arabic,-8.631384945262475e-5,0.024816367258849198
Oil supply spike,aluminium,aluminium,0.4038421373470904,0.715362811695118
Oil supply spike,aluminium,tin,0.04403957024670674,0.058729867618390705
Oil supply spike,aluminium,coffee_arabic,0.0394467342500369,0.05076596131882604
Oil supply spike,aluminium,maize,0.029681635226198936,0.03894167417029972
Oil supply spike,aluminium,sugar_wld,0.028663711334892567,0.03394019772462072
Oil supply spike,aluminium,soybeans,0.02861908632513121,0.03909892371015573
Oil supply spike,aluminium,wheat_us_hrw,0.025049532153993352,0.029995397647519524
Oil supply spike,aluminium,platinum,0.023445400403479526,0.0413915497608526
Oil supply spike,aluminium,ngas_us,0.021271765817545068,0.027111009611367497
Oil supply spike,aluminium,crude_wti,0.018299064500914484,0.022535251121000067
Oil supply spike,aluminium,cotton_a_indx,0.013578984561121306,0.022842529474716464
Oil supply spike,aluminium,zinc,0.013133892901413983,0.019875911965876382
Oil supply spike,aluminium,copper,0.01290871909689538,0.018617966361454984
Oil supply spike,aluminium,cocoa,0.008752203791119621,0.013398403045931616
Oil supply spike,aluminium,lead,0.007795460405892932,0.012339243044658997
Oil supply spike,aluminium,gold,0.007757858131040105,0.011680831025229767
Oil supply spike,aluminium,nickel,0.004071946024056409,0.006516668194303928
Oil supply spike,aluminium,silver,0.0020837188414632828,0.003058792526687009
Oil supply spike,cocoa,cocoa,0.264392786707092,0.4579567456913708
Oil supply spike,cocoa,maize,0.04671135788725263,0.10916758985466445
Oil supply spike,cocoa,lead,0.033346505238344995,0.06058850299042279
Oil supply spike,cocoa,ngas_us,0.02672673166106878,0.05559043659237335
Oil supply spike,cocoa,copper,0.025868476576785773,0.05158213809870015
Oil supply spike,cocoa,wheat_us_hrw,0.02581191253883188,0.050587184789767786
Oil supply spike,cocoa,coffee_arabic,0.02476941866572515,0.03196341690098019
Oil supply spike,cocoa,gold,0.024240123146769196,0.044778922468320895
Oil supply spike,cocoa,platinum,0.017375005165559447,0.032917014711287204
Oil supply spike,cocoa,zinc,0.017262168984255644,0.030261076895140963
Oil supply spike,cocoa,tin,0.01588520086996334,0.02413185135771089
Oil supply spike,cocoa,cotton_a_indx,0.015469146093774923,0.03121929418553829
Oil supply spike,cocoa,soybeans,0.01476618066481207,0.028480051566912273
Oil supply spike,cocoa,nickel,0.012973302308902215,0.024378800664136672
Oil supply spike,cocoa,sugar_wld,0.01037911686824884,0.021831753702094534
Oil supply spike,cocoa,aluminium,0.009535732008634603,0.020327186106536044
Oil supply spike,cocoa,crude_wti,0.005828793956472779,0.008285137592084945
Oil supply spike,cocoa,silver,0.004123661951488345,0.008708729444218207
Oil supply spike,coffee_arabic,coffee_arabic,0.08370128960222256,0.37315247143903474
Oil supply spike,coffee_arabic,zinc,0.007630756349503673,0.023078594074413216
Oil supply spike,coffee_arabic,maize,0.0065194038889066115,0.014395387374184717
Oil supply spike,coffee_arabic,nickel,0.006346416135741232,0.015326144765973172
Oil supply spike,coffee_arabic,soybeans,0.003839584043171325,0.009038818050507552
Oil supply spike,coffee_arabic,copper,0.003519995426924312,0.009979041897832585
Oil supply spike,coffee_arabic,cotton_a_indx,0.0029245186163165495,0.0094404403493072
Oil supply spike,coffee_arabic,wheat_us_hrw,0.0027750258027318146,0.00707819039786775
Oil supply spike,coffee_arabic,tin,0.002577626894764849,0.0069015427317146005
Oil supply spike,coffee_arabic,lead,0.002314815749477359,0.005675473743065859
Oil supply spike,coffee_arabic,aluminium,0.002210251585048499,0.0051424480691551755
Oil supply spike,coffee_arabic,sugar_wld,0.0021105686272679955,0.004250938306463828
Oil supply spike,coffee_arabic,cocoa,0.00200022850880763,0.005809848959016315
Oil supply spike,coffee_arabic,gold,0.0018307039232586708,0.005042368721448806
Oil supply spike,coffee_arabic,platinum,0.0014947050325165153,0.005536214544764074
Oil supply spike,coffee_arabic,ngas_us,0.0013329720556316887,0.0033001115327246605
Oil supply spike,coffee_arabic,crude_wti,7.462686826455359e-4,0.001631655793610308
Oil supply spike,coffee_arabic,silver,6.819811959846825e-4,0.0026116148837335607
Oil supply spike,copper,copper,0.5192797514426569,0.6643891312577787
Oil supply spike,copper,tin,0.05559806058293718,0.07314912926885425
Oil supply spike,copper,coffee_arabic,0.04499463222212717,0.059487924567249224
Oil supply spike,copper,maize,0.04080251452082666,0.05760404770310254
Oil supply spike,copper,zinc,0.034897174707944054,0.04449790596719381
Oil supply spike,copper,ngas_us,0.034282226529522265,0.04175145062407053
Oil supply spike,copper,wheat_us_hrw,0.030206745521109888,0.04069308515265752
Oil supply spike,copper,nickel,0.022863041668512763,0.030384100172365345
Oil supply spike,copper,soybeans,0.02248678253217426,0.03258818211141122
Oil supply spike,copper,platinum,0.02083595884754938,0.031768554500487683
Oil supply spike,copper,aluminium,0.01729943009301068,0.02336049969525818
Oil supply spike,copper,crude_wti,0.01699707987493108,0.02111407347753305
Oil supply spike,copper,sugar_wld,0.015504428721715518,0.019890215403891978
Oil supply spike,copper,lead,0.011034970806319737,0.016569304969054417
Oil supply spike,copper,cocoa,0.007342652646576787,0.010229343385931478
Oil supply spike,copper,cotton_a_indx,0.0037888805917452714,0.006081825978930552
Oil supply spike,copper,gold,0.0036682057161418107,0.006041200792231152
Oil supply spike,copper,silver,0.0023110974218589968,0.0033948710228837204
Oil supply spike,cotton_a_indx,cotton_a_indx,0.5546387894619487,0.645040582682418
Oil supply spike,cotton_a_indx,maize,0.10987222489638228,0.15414216218995777
Oil supply spike,cotton_a_indx,tin,0.03821722604368172,0.048781182612471025
Oil supply spike,cotton_a_indx,soybeans,0.03611926194864369,0.05753706746042199
Oil supply spike,cotton_a_indx,platinum,0.0356867316244896,0.05373080726228533
Oil supply spike,cotton_a_indx,nickel,0.0309679619404746,0.03998127205125807
Oil supply spike,cotton_a_indx,gold,0.02919938671458936,0.03599770628372725
Oil supply spike,cotton_a_indx,zinc,0.02504460864155735,0.031209972616599396
Oil supply spike,cotton_a_indx,aluminium,0.024385307875003936,0.029552096117662605
Oil supply spike,cotton_a_indx,lead,0.02207251043791621,0.031162398159324915
Oil supply spike,cotton_a_indx,ngas_us,0.01728111824676853,0.0252466632271981
Oil supply spike,cotton_a_indx,coffee_arabic,0.01712906110961596,0.02561440980695097
Oil supply spike,cotton_a_indx,wheat_us_hrw,0.015146670115996425,0.023139679155037268
Oil supply spike,cotton_a_indx,silver,0.013829854912732649,0.016271377220583673
Oil supply spike,cotton_a_indx,crude_wti,0.011845680008172621,0.014299789324794412
Oil supply spike,cotton_a_indx,copper,0.01012355185226265,0.014851083958638779
Oil supply spike,cotton_a_indx,sugar_wld,0.009393560899506069,0.012996611219249304
Oil supply spike,cotton_a_indx,cocoa,0.005426144632693781,0.0064201813118701136
Oil supply spike,crude_wti,crude_wti,-1.8778079145672395,2.956943756698556
Oil supply spike,crude_wti,nickel,0.03755778089567523,0.05239759249150084
Oil supply spike,crude_wti,coffee_arabic,0.018132317335691168,0.055378679112993164
Oil supply spike,crude_wti,copper,0.01670577091898517,0.02746140704085492
Oil supply spike,crude_wti,soybeans,0.01610846539749093,0.03136104023473131
Oil supply spike,crude_wti,maize,0.016044835351792283,0.03369602477722144
Oil supply spike,crude_wti,wheat_us_hrw,0.014431846395214151,0.02719684745582946
Oil supply spike,crude_wti,platinum,0.01407767388224602,0.04155243228941675
Oil supply spike,crude_wti,silver,0.010964636827478613,0.027387768286289853
Oil supply spike,crude_wti,lead,0.008985711076816883,0.034053918422921006
Oil supply spike,crude_wti,ngas_us,0.008716229531715271,0.03621922879289237
Oil supply spike,crude_wti,zinc,0.008510977687520337,0.06782300939332883
Oil supply spike,crude_wti,sugar_wld,0.006140253753791563,0.013138139227911053
Oil supply spike,crude_wti,tin,0.004903815450856929,0.010618569740291283
Oil supply spike,crude_wti,cotton_a_indx,0.0036074923518669383,0.03215323828314587
Oil supply spike,crude_wti,aluminium,0.0024775344707893506,0.015588983158377302
Oil supply spike,crude_wti,gold,0.0015344731415788317,0.0048708224335112195
Oil supply spike,crude_wti,cocoa,7.309686813653112e-4,0.0015830493076057525
Oil supply spike,gold,gold,0.321592537374352,0.4086425602547412
Oil supply spike,gold,maize,0.02622816894653012,0.04094632753131517
Oil supply spike,gold,coffee_arabic,0.023975410161761437,0.030352055557592576
Oil supply spike,gold,ngas_us,0.01911822249969943,0.02607181876787343
Oil supply spike,gold,zinc,0.016229037869399995,0.020323730804614793
Oil supply spike,gold,soybeans,0.015416456675624786,0.023318206934413305
Oil supply spike,gold,cotton_a_indx,0.015292123713414383,0.01974651378651426
Oil supply spike,gold,copper,0.015032649959381878,0.01988136609762422
Oil supply spike,gold,platinum,0.012827757166015792,0.01632072140589701
Oil supply spike,gold,tin,0.012711230620610341,0.01718484887373759
Oil supply spike,gold,sugar_wld,0.01197091784354144,0.016668350323568157
Oil supply spike,gold,wheat_us_hrw,0.010013307222167128,0.014909381188970118
Oil supply spike,gold,nickel,0.00987089688518938,0.013639333385682307
Oil supply spike,gold,lead,0.007747417004408172,0.01039554323578039
Oil supply spike,gold,cocoa,0.00529921854008566,0.007560686039959394
Oil supply spike,gold,crude_wti,0.0030762778864228124,0.0037418759150202215
Oil supply spike,gold,silver,0.002377050201918557,0.0029448980205615425
Oil supply spike,gold,aluminium,0.0013408089410444888,0.001567014793935287
Oil supply spike,lead,lead,0.20788861943122583,0.33782285239243304
Oil supply spike,lead,maize,0.03762271871857512,0.03974257897050328
Oil supply spike,lead,zinc,0.03511352962539041,0.03659484689958953
Oil supply spike,lead,tin,0.02886418354861842,0.03820273963443503
Oil supply spike,lead,ngas_us,0.028800657163708516,0.03096834565287328
Oil supply spike,lead,copper,0.02308168955350603,0.026334581243447428
Oil supply spike,lead,coffee_arabic,0.021695035829211076,0.02371171798580421
Oil supply spike,lead,soybeans,0.0202992966573494,0.021627135367914947
Oil supply spike,lead,platinum,0.016061941137245527,0.02003315372190311
Oil supply spike,lead,wheat_us_hrw,0.014813085247485282,0.018211602118045876
Oil supply spike,lead,cocoa,0.010853726542736532,0.014277017406984933
Oil supply spike,lead,silver,0.007914593473705817,0.00883690924524925
Oil supply spike,lead,nickel,0.007667366152425486,0.008055813664689061
Oil supply spike,lead,aluminium,0.005547060907078814,0.0069059395097047
Oil supply spike,lead,cotton_a_indx,0.005468567760146681,0.006128259712241117
Oil supply spike,lead,sugar_wld,0.005383510437171459,0.005637729379675605
Oil supply spike,lead,gold,0.0032423205635811092,0.0036338213628001425
Oil supply spike,lead,crude_wti,0.0025373835987685246,0.0028387792597645285
Oil supply spike,maize,maize,0.30993448560920167,0.553571386362085
Oil supply spike,maize,lead,0.03326899430401217,0.05188016535722087
Oil supply spike,maize,zinc,0.031707872167809736,0.05910611582434989
Oil supply spike,maize,platinum,0.018793673564983324,0.03950753236451712
Oil supply spike,maize,nickel,0.018785865736579477,0.041902809630332244
Oil supply spike,maize,gold,0.013830474519122674,0.026170040612564182
Oil supply spike,maize,wheat_us_hrw,0.011149637265162398,0.019465156656691813
Oil supply spike,maize,aluminium,0.010618694236484504,0.02566478230439591
Oil supply spike,maize,soybeans,0.009146690467578626,0.03333131151040145
Oil supply spike,maize,ngas_us,0.008188425456419051,0.014961034989156782
Oil supply spike,maize,silver,0.007773944325354318,0.016259733370110743
Oil supply spike,maize,coffee_arabic,0.006211055251035219,0.012989891196379562
Oil supply spike,maize,crude_wti,0.00509393254963426,0.010629255155227557
Oil supply spike,maize,cocoa,0.005045013725110979,0.00767565814537973
Oil supply spike,maize,copper,0.0040608845265056575,0.010526675579487122
Oil supply spike,maize,tin,0.003978078898492327,0.006225809393458878
Oil supply spike,maize,cotton_a_indx,0.003850004019130292,0.007068367747359846
Oil supply spike,maize,sugar_wld,0.0024947398035516785,0.005175448307773141
Oil supply spike,ngas_us,ngas_us,-0.35870160771657955,0.7342149451344101
Oil supply spike,ngas_us,maize,-0.034886538175156814,0.0956816034164212
Oil supply spike,ngas_us,gold,-0.025304793467857044,0.05699791195956188
Oil supply spike,ngas_us,coffee_arabic,-0.022848475825873807,0.06366179774613898
Oil supply spike,ngas_us,soybeans,-0.020844708148885057,0.0708761693773038
Oil supply spike,ngas_us,wheat_us_hrw,-0.020451316971875588,0.06428957181297917
Oil supply spike,ngas_us,silver,-0.016471542246443788,0.036639326152525485
Oil supply spike,ngas_us,cotton_a_indx,-0.012492753699281543,0.02887374222418128
Oil supply spike,ngas_us,sugar_wld,-0.011143454601384883,0.04675728262253988
Oil supply spike,ngas_us,crude_wti,-0.010748538772046725,0.032764569556197436
Oil supply spike,ngas_us,copper,-0.007020252114118549,0.06298652013714012
Oil supply spike,ngas_us,zinc,-0.006214973651455439,0.03486296757504822
Oil supply spike,ngas_us,aluminium,-0.00562578856970747,0.020478451114921633
Oil supply spike,ngas_us,nickel,-0.004761452436388615,0.014854888415963316
Oil supply spike,ngas_us,tin,-0.003898925699387906,0.02289405900521305
Oil supply spike,ngas_us,platinum,-0.002707543880134586,0.007990242500386184
Oil supply spike,ngas_us,cocoa,-0.002593259189602374,0.018562390653477586
Oil supply spike,ngas_us,lead,-2.8068029379725286e-4,0.0015400544549194913
Oil supply spike,nickel,nickel,0.2225109403225543,0.630035688922929
Oil supply spike,nickel,maize,0.059297699389747875,0.16926165078317582
Oil supply spike,nickel,zinc,0.029107422935863436,0.08753434642843812
Oil supply spike,nickel,copper,0.025350030925753893,0.09269878705744648
Oil supply spike,nickel,wheat_us_hrw,0.022871517531647432,0.06324529343676921
Oil supply spike,nickel,tin,0.01595599673712243,0.038812315389795383
Oil supply spike,nickel,soybeans,0.01593879034669921,0.05787747248584394
Oil supply spike,nickel,platinum,0.014098464859433885,0.04345473447803102
Oil supply spike,nickel,gold,0.013540156546068586,0.032356334740348255
Oil supply spike,nickel,coffee_arabic,0.013533666481880275,0.04068426278259555
Oil supply spike,nickel,cotton_a_indx,0.012099607840454076,0.030387244557940864
Oil supply spike,nickel,sugar_wld,0.011288385811969122,0.028475044655572223
Oil supply spike,nickel,lead,0.008996455233869076,0.01913170394827977
Oil supply spike,nickel,ngas_us,0.008291587355325584,0.03372776300959451
Oil supply spike,nickel,crude_wti,0.00679521056553685,0.01751338513977274
Oil supply spike,nickel,aluminium,0.0066944281784506385,0.02129313964708252
Oil supply spike,nickel,cocoa,0.00541425487826973,0.021567537348697798
Oil supply spike,nickel,silver,0.005195062717501485,0.013590463774779684
Oil supply spike,platinum,platinum,0.3460420438099555,0.7198985867386521
Oil supply spike,platinum,soybeans,0.02233369024811389,0.07031626820343781
Oil supply spike,platinum,maize,0.01923954698549656,0.09770985150422162
Oil supply spike,platinum,wheat_us_hrw,0.013348087503948461,0.05800721542488564
Oil supply spike,platinum,sugar_wld,0.011394591956344409,0.034191296330291755
Oil supply spike,platinum,cotton_a_indx,0.010369347458182321,0.02615894912431508
Oil supply spike,platinum,copper,0.00910397403752668,0.032685321592164036
Oil supply spike,platinum,lead,0.008570279225727423,0.030300176400468903
Oil supply spike,platinum,coffee_arabic,0.008016061772424705,0.027888697265218077
Oil supply spike,platinum,zinc,0.007879304279684255,0.023375980929593275
Oil supply spike,platinum,nickel,0.006699412219280514,0.018926281198603314
Oil supply spike,platinum,ngas_us,0.005377754300869144,0.02099810212577852
Oil supply spike,platinum,tin,0.005346884726479604,0.018786862396796552
Oil supply spike,platinum,gold,0.005185835717868022,0.015185618883136966
Oil supply spike,platinum,crude_wti,0.005154035641232749,0.015609080273210913
Oil supply spike,platinum,aluminium,0.005090642222067348,0.018059550582547226
Oil supply spike,platinum,cocoa,0.005052195789831619,0.017445410493178014
Oil supply spike,platinum,silver,0.002290216455227919,0.005972693980693179
Oil supply spike,silver,silver,0.3495625059574828,0.4217207550875045
Oil supply spike,silver,cotton_a_indx,0.033038311907203445,0.04151929197513195
Oil supply spike,silver,maize,0.025155971301073565,0.0373115410080751
Oil supply spike,silver,tin,0.02338542131940882,0.032698115449208406
Oil supply spike,silver,zinc,0.015671439950677764,0.02222720962178607
Oil supply spike,silver,sugar_wld,0.01495697037094752,0.018486790057591573
Oil supply spike,silver,soybeans,0.013243766637991226,0.019712336641319623
Oil supply spike,silver,ngas_us,0.012623252256831812,0.017840025899182762
Oil supply spike,silver,gold,0.011413894347292453,0.016008872906109126
Oil supply spike,silver,platinum,0.011064937834057115,0.01831198046862094
Oil supply spike,silver,lead,0.010419208843912968,0.016755067943916114
Oil supply spike,silver,coffee_arabic,0.009716373242146348,0.013930731287934027
Oil supply spike,silver,wheat_us_hrw,0.009681961245235226,0.014333876119546356
Oil supply spike,silver,copper,0.007172162766495507,0.01031002374627184
Oil supply spike,silver,nickel,0.006032766943218837,0.008658800248696764
Oil supply spike,silver,cocoa,0.0045757905621563,0.006534705477888338
Oil supply spike,silver,crude_wti,0.0031611432828241217,0.004116847920442565
Oil supply spike,silver,aluminium,0.0029340593357200426,0.003817898523776796
Oil supply spike,soybeans,soybeans,0.26400839674340326,0.31729007272051746
Oil supply spike,soybeans,zinc,0.03406676418059158,0.04043599969328404
Oil supply spike,soybeans,lead,0.032755891387249755,0.03859261609326057
Oil supply spike,soybeans,platinum,0.027847349435931878,0.031984249141337726
Oil supply spike,soybeans,tin,0.01644601076034685,0.018970410868456782
Oil supply spike,soybeans,cotton_a_indx,0.013382108623996697,0.015781328699378126
Oil supply spike,soybeans,nickel,0.010637826230816739,0.012257821397605962
Oil supply spike,soybeans,coffee_arabic,0.007170049316262642,0.007965702447649034
Oil supply spike,soybeans,cocoa,0.00665137057488743,0.007722085540409671
Oil supply spike,soybeans,aluminium,0.006082966612737671,0.007357650257838585
Oil supply spike,soybeans,ngas_us,0.005769845337019032,0.006629300958609982
Oil supply spike,soybeans,sugar_wld,0.005219160709041352,0.005731163459206929
Oil supply spike,soybeans,wheat_us_hrw,0.004627766484186399,0.005228030779904203
Oil supply spike,soybeans,maize,0.004626553453572227,0.005179818088794784
Oil supply spike,soybeans,gold,0.003873314203430285,0.004310164624576396
Oil supply spike,soybeans,silver,0.0028294721747321437,0.0032645545327112603
Oil supply spike,soybeans,copper,0.0021738717325987954,0.002548973276501097
Oil supply spike,soybeans,crude_wti,0.0014086820664756222,0.0015451120757766588
Oil supply spike,sugar_wld,maize,0.05881991382669855,0.09717147793503253
Oil supply spike,sugar_wld,sugar_wld,0.0460917022248658,0.4889100311668437
Oil supply spike,sugar_wld,coffee_arabic,0.03332071001664153,0.048740082513708
Oil supply spike,sugar_wld,ngas_us,0.027551860505659935,0.03880373973239407
Oil supply spike,sugar_wld,nickel,0.02743186784256233,0.07830346472134238
Oil supply spike,sugar_wld,gold,0.02593883473991861,0.05692698027485403
Oil supply spike,sugar_wld,wheat_us_hrw,0.023755538933663837,0.034301331504647196
Oil supply spike,sugar_wld,tin,0.02130467037975443,0.03243729736885645
Oil supply spike,sugar_wld,zinc,0.0200061848859461,0.0363648203419788
Oil supply spike,sugar_wld,soybeans,0.01599854614940138,0.06542290244892006
Oil supply spike,sugar_wld,copper,0.013713043482109565,0.023703712038148566
Oil supply spike,sugar_wld,cotton_a_indx,0.009536367657849557,0.03481751630196307
Oil supply spike,sugar_wld,silver,0.0069751860051721105,0.014484776537919634
Oil supply spike,sugar_wld,aluminium,0.006476379361443661,0.014476909137287924
Oil supply spike,sugar_wld,cocoa,0.004138005495650724,0.010803380173727674
Oil supply spike,sugar_wld,platinum,0.0033024660149329065,0.016682543261890493
Oil supply spike,sugar_wld,crude_wti,0.003264907312259764,0.008324136873222551
Oil supply spike,sugar_wld,lead,0.002201438555255198,0.0045888462901228
Oil supply spike,tin,tin,0.667647648461635,0.710125401318629
Oil supply spike,tin,platinum,0.07338276286875543,0.08675186683269119
Oil supply spike,tin,nickel,0.04421744498276371,0.048191882387667015
Oil supply spike,tin,soybeans,0.042551435981753066,0.05313152105130842
Oil supply spike,tin,maize,0.03970995946022676,0.046736198534227835
Oil supply spike,tin,coffee_arabic,0.025713825595436026,0.02984786652973807
Oil supply spike,tin,aluminium,0.025228003637849005,0.026982956128635372
Oil supply spike,tin,sugar_wld,0.022349400584054782,0.024798456684131623
Oil supply spike,tin,lead,0.021803819646509997,0.029490110825429478
Oil supply spike,tin,crude_wti,0.020498440864009836,0.02244629619907309
Oil supply spike,tin,zinc,0.019667132865707825,0.022116069360239844
Oil supply spike,tin,cotton_a_indx,0.019477063529124903,0.0216251312411795
Oil supply spike,tin,cocoa,0.011956595458301005,0.014139662946698956
Oil supply spike,tin,gold,0.009466835084407097,0.011511075096192954
Oil supply spike,tin,wheat_us_hrw,0.009162473909618723,0.011312417080937233
Oil supply spike,tin,silver,0.007167396797968107,0.00817971137261772
Oil supply spike,tin,copper,0.00623242454420034,0.008085325318011741
Oil supply spike,tin,ngas_us,0.005504536611068862,0.006946760463172551
Oil supply spike,wheat_us_hrw,wheat_us_hrw,0.0779772995332483,0.32048519408388304
Oil supply spike,wheat_us_hrw,zinc,0.02833644143999014,0.10812846421345039
Oil supply spike,wheat_us_hrw,nickel,0.01764800527373719,0.0641753493157223
Oil supply spike,wheat_us_hrw,maize,0.015349815659456803,0.07673270625466988
Oil supply spike,wheat_us_hrw,copper,0.012341378247775748,0.0452590699210684
Oil supply spike,wheat_us_hrw,soybeans,0.008695024842058939,0.050179449879564644
Oil supply spike,wheat_us_hrw,coffee_arabic,0.007750687100356419,0.03314661639246216
Oil supply spike,wheat_us_hrw,lead,0.006337468888157634,0.0393759662543082
Oil supply spike,wheat_us_hrw,tin,0.006188737155119483,0.017300209491347376
Oil supply spike,wheat_us_hrw,aluminium,0.00581054906835559,0.021510557209603414
Oil supply spike,wheat_us_hrw,sugar_wld,0.005386721046013684,0.02031445549857628
Oil supply spike,wheat_us_hrw,cocoa,0.005174657966092494,0.01649247790540448
Oil supply spike,wheat_us_hrw,silver,0.004610834197762069,0.01593454985529937
Oil supply spike,wheat_us_hrw,ngas_us,0.0038837829221953137,0.015326255165040475
Oil supply spike,wheat_us_hrw,gold,0.0029049559116588576,0.011178441671012364
Oil supply spike,wheat_us_hrw,platinum,0.0014661967294633902,0.02198092868580813
Oil supply spike,wheat_us_hrw,crude_wti,0.0013370092332919805,0.004501889295039028
Oil supply spike,wheat_us_hrw,cotton_a_indx,3.035369828963947e-4,0.002956633055370189
Oil supply spike,zinc,zinc,0.5049953570919883,0.5375475277378552
Oil supply spike,zinc,tin,0.04590279985176278,0.051299035960001335
Oil supply spike,zinc,maize,0.04514275234666386,0.05206321557631782
Oil supply spike,zinc,soybeans,0.036911947536968664,0.041606275051640704
Oil supply spike,zinc,coffee_arabic,0.03376014544410383,0.0375998250123106
Oil supply spike,zinc,wheat_us_hrw,0.019875697512632497,0.022573422329534805
Oil supply spike,zinc,sugar_wld,0.018126230463443624,0.019645164858310575
Oil supply spike,zinc,ngas_us,0.015057694910785376,0.01741305389695347
Oil supply spike,zinc,aluminium,0.01476833320945371,0.016205738803191542
Oil supply spike,zinc,copper,0.013898197141846444,0.015668266089744746
Oil supply spike,zinc,crude_wti,0.00942478199045762,0.010402473700172268
Oil supply spike,zinc,nickel,0.008797937832852522,0.010066200061729026
Oil supply spike,zinc,platinum,0.008203020905536712,0.010814959005125446
Oil supply spike,zinc,lead,0.006889241041064115,0.008245848867664244
Oil supply spike,zinc,gold,0.005234421312007701,0.006027178785786096
Oil supply spike,zinc,cotton_a_indx,0.004056347871915495,0.004861894714562425
Oil supply spike,zinc,cocoa,0.0028306983237045935,0.003434924530780849
Oil supply spike,zinc,silver,0.0015681189476514292,0.0019011061153667655
girf-ngas-1sigma,aluminium,aluminium,-0.4054904639111037,0.4376316598499141
girf-ngas-1sigma,aluminium,tin,-0.02892485951381423,0.03536020015127981
girf-ngas-1sigma,aluminium,coffee_arabic,-0.02108336529203409,0.026276735380413398
girf-ngas-1sigma,aluminium,platinum,-0.01974162191240314,0.025040803639871156
girf-ngas-1sigma,aluminium,soybeans,-0.01821168778563699,0.023822217347277033
girf-ngas-1sigma,aluminium,maize,-0.015093422985372789,0.021689294111429478
girf-ngas-1sigma,aluminium,sugar_wld,-0.014986108785582887,0.017567850505186392
girf-ngas-1sigma,aluminium,ngas_us,-0.014883941762720338,0.016879627429541445
girf-ngas-1sigma,aluminium,cotton_a_indx,-0.012925235092934166,0.014571454645923273
girf-ngas-1sigma,aluminium,wheat_us_hrw,-0.010585346569557856,0.014000847000131494
girf-ngas-1sigma,aluminium,zinc,-0.010579379193487752,0.012334912276308669
girf-ngas-1sigma,aluminium,crude_wti,-0.009491759396524,0.011198281286787612
girf-ngas-1sigma,aluminium,copper,-0.009238328663102249,0.012354659412193861
girf-ngas-1sigma,aluminium,cocoa,-0.006953345826489505,0.008107602697843873
girf-ngas-1sigma,aluminium,gold,-0.0054640192707543665,0.0070135933866584356
girf-ngas-1sigma,aluminium,lead,-0.004473266961201107,0.0072449419746593614
girf-ngas-1sigma,aluminium,nickel,-0.004342143119416101,0.005646136685628273
