scenario,variable,shock_id,total,l1
girf-ngas-1sigma,aluminium,silver,-0.0014184501291242557,0.0018289335338108924
girf-ngas-1sigma,cocoa,cocoa,-0.5958596304496208,0.5958596304496208
girf-ngas-1sigma,cocoa,maize,-0.16140222456746958,0.16140222456746958
girf-ngas-1sigma,cocoa,lead,-0.08403432559248915,0.08403432559248915
girf-ngas-1sigma,cocoa,ngas_us,-0.07906736728070218,0.07906736728070218
girf-ngas-1sigma,cocoa,copper,-0.07552197680018602,0.07552197680018602
girf-ngas-1sigma,cocoa,wheat_us_hrw,-0.0709665607739855,0.0709665607739855
girf-ngas-1sigma,cocoa,gold,-0.061775002074932174,0.061775002074932174
girf-ngas-1sigma,cocoa,platinum,-0.04553705439859304,0.04553705439859304
girf-ngas-1sigma,cocoa,cotton_a_indx,-0.04363752804572635,0.04363752804572635
girf-ngas-1sigma,cocoa,soybeans,-0.04106114368395126,0.04106114368395126
girf-ngas-1sigma,cocoa,zinc,-0.040749532650215664,0.040749532650215664
girf-ngas-1sigma,cocoa,coffee_arabic,-0.039343821208903874,0.039343821208903874
girf-ngas-1sigma,cocoa,nickel,-0.03488891547959561,0.03488891547959561
girf-ngas-1sigma,cocoa,tin,-0.03214484413639498,0.03214484413639498
girf-ngas-1sigma,cocoa,sugar_wld,-0.030999032889354294,0.030999032889354294
girf-ngas-1sigma,cocoa,aluminium,-0.02964616966355804,0.02964616966355804
girf-ngas-1sigma,cocoa,silver,-0.012342861052657524,0.012342861052657524
girf-ngas-1sigma,cocoa,crude_wti,-0.01003834713947369,0.01003834713947369
girf-ngas-1sigma,coffee_arabic,coffee_arabic,-0.22401759987733671,0.26268199855512053
girf-ngas-1sigma,coffee_arabic,zinc,-0.015132298769632515,0.018609629822957708
girf-ngas-1sigma,coffee_arabic,maize,-0.010042039989057746,0.01238985397649071
girf-ngas-1sigma,coffee_arabic,nickel,-0.009871575510328948,0.011849212881613374
girf-ngas-1sigma,coffee_arabic,copper,-0.007104322829943919,0.009154509464664068
girf-ngas-1sigma,coffee_arabic,soybeans,-0.006311105149081488,0.007802302598819123
girf-ngas-1sigma,coffee_arabic,cotton_a_indx,-0.0058571918397354655,0.007015677796039145
girf-ngas-1sigma,coffee_arabic,wheat_us_hrw,-0.0048107332120408235,0.005857348690053667
girf-ngas-1sigma,coffee_arabic,tin,-0.003790673593655366,0.004967015462279802
girf-ngas-1sigma,coffee_arabic,cocoa,-0.003637685985510825,0.004373791913376588
girf-ngas-1sigma,coffee_arabic,lead,-0.0036287731604954694,0.004412087536122393
girf-ngas-1sigma,coffee_arabic,aluminium,-0.0035130422072004713,0.004229282041239343
girf-ngas-1sigma,coffee_arabic,platinum,-0.003507210327311758,0.004262603416564819
girf-ngas-1sigma,coffee_arabic,gold,-0.003156948084225528,0.0037608732798897447
girf-ngas-1sigma,coffee_arabic,sugar_wld,-0.002500890846488639,0.0030896570622063546
girf-ngas-1sigma,coffee_arabic,ngas_us,-0.0024078431925402335,0.0030860916356925125
girf-ngas-1sigma,coffee_arabic,silver,-0.0016172982066445054,0.0019305396221211174
girf-ngas-1sigma,coffee_arabic,crude_wti,-9.610114675781391e-4,0.0011864359815731108
girf-ngas-1sigma,copper,copper,-0.4014094792738826,0.4624942078076538
girf-ngas-1sigma,copper,tin,-0.02903408130686148,0.041969257579249686
girf-ngas-1sigma,copper,ngas_us,-0.021282539415144366,0.026295566767089232
girf-ngas-1sigma,copper,zinc,-0.020406413723927812,0.026706530223647926
girf-ngas-1sigma,copper,coffee_arabic,-0.01988898404180093,0.03110931189575101
girf-ngas-1sigma,copper,maize,-0.019751947838779788,0.03311310799679689
girf-ngas-1sigma,copper,nickel,-0.016346168670731895,0.020520847379120397
girf-ngas-1sigma,copper,wheat_us_hrw,-0.015556784235912014,0.023383800347268495
girf-ngas-1sigma,copper,aluminium,-0.012496866854158864,0.015798918733969686
girf-ngas-1sigma,copper,soybeans,-0.012394299738439099,0.019956069788154958
girf-ngas-1sigma,copper,platinum,-0.009435573524220755,0.01857196199763203
girf-ngas-1sigma,copper,crude_wti,-0.007736516386170303,0.010811992341358708
girf-ngas-1sigma,copper,sugar_wld,-0.007277445259863905,0.010419914552835849
girf-ngas-1sigma,copper,cocoa,-0.00443079351571252,0.0064182636277525795
girf-ngas-1sigma,copper,lead,-0.004211523588478943,0.009200255592670493
girf-ngas-1sigma,copper,cotton_a_indx,-0.002085390052559908,0.0036290229588190484
girf-ngas-1sigma,copper,silver,-0.0010336609569574033,0.0019771785153839044
girf-ngas-1sigma,copper,gold,-9.710530189285982e-4,0.0031843861437196846
girf-ngas-1sigma,cotton_a_indx,maize,-0.027309241073521503,0.15382081247891338
girf-ngas-1sigma,cotton_a_indx,cotton_a_indx,0.024774216265595686,0.4422884721326953
girf-ngas-1sigma,cotton_a_indx,soybeans,-0.01373510818047096,0.06487192885845164
girf-ngas-1sigma,cotton_a_indx,platinum,-0.011270158357396077,0.05728175289903786
girf-ngas-1sigma,cotton_a_indx,wheat_us_hrw,-0.00736081493787648,0.026308284950778915
girf-ngas-1sigma,cotton_a_indx,nickel,-0.005508713667163566,0.034888720910579256
girf-ngas-1sigma,cotton_a_indx,coffee_arabic,-0.004919249060828774,0.028342083441910165
girf-ngas-1sigma,cotton_a_indx,sugar_wld,-0.0020683122832982743,0.012433277082147642
girf-ngas-1sigma,cotton_a_indx,gold,-0.0020317992803730433,0.027674853854578428
girf-ngas-1sigma,cotton_a_indx,zinc,-0.001831736391929786,0.02484912475774981
girf-ngas-1sigma,cotton_a_indx,lead,-0.0014717818387414228,0.029188155633665017
girf-ngas-1sigma,cotton_a_indx,cocoa,0.0011005041508797035,0.005591938681498027
girf-ngas-1sigma,cotton_a_indx,copper,8.958491652472042e-4,0.013914451759972649
girf-ngas-1sigma,cotton_a_indx,tin,7.527512180902137e-4,0.03859336930361218
girf-ngas-1sigma,cotton_a_indx,silver,7.096615993132482e-4,0.011779192223194502
girf-ngas-1sigma,cotton_a_indx,ngas_us,-6.557379092027847e-4,0.024751062787663057
girf-ngas-1sigma,cotton_a_indx,crude_wti,4.7829174181306697e-4,0.010990922685989354
girf-ngas-1sigma,cotton_a_indx,aluminium,3.122508635787463e-4,0.02248249077373101
girf-ngas-1sigma,crude_wti,crude_wti,-0.2651485602455879,0.41136684919741234
girf-ngas-1sigma,crude_wti,zinc,-0.019044246132634748,0.029782109004560856
girf-ngas-1sigma,crude_wti,coffee_arabic,-0.015622345379801218,0.03064057242004199
girf-ngas-1sigma,crude_wti,nickel,-0.01398837990820621,0.029931182926307226
girf-ngas-1sigma,crude_wti,platinum,-0.013983217031095396,0.026703125745400465
girf-ngas-1sigma,crude_wti,soybeans,-0.011343799905253813,0.022621152711350886
girf-ngas-1sigma,crude_wti,maize,-0.011113192908921887,0.024846400512376753
girf-ngas-1sigma,crude_wti,cotton_a_indx,-0.010419269100308956,0.016394510956773037
girf-ngas-1sigma,crude_wti,lead,-0.009935338390277845,0.017736882475180363
girf-ngas-1sigma,crude_wti,ngas_us,-0.009907783974861726,0.017088221572503826
girf-ngas-1sigma,crude_wti,wheat_us_hrw,-0.007187703928871262,0.015451094130669096
girf-ngas-1sigma,crude_wti,copper,-0.007184476002951088,0.014683121569398319
girf-ngas-1sigma,crude_wti,silver,-0.007141513984201515,0.01299494828642564
girf-ngas-1sigma,crude_wti,tin,-0.00500367102890992,0.008730826565859565
girf-ngas-1sigma,crude_wti,aluminium,-0.004302670405487661,0.00722903987048496
girf-ngas-1sigma,crude_wti,sugar_wld,-0.0038463641347819977,0.007211409803099204
girf-ngas-1sigma,crude_wti,gold,-0.0016258573892727168,0.002905146583942451
girf-ngas-1sigma,crude_wti,cocoa,-5.351907749773101e-4,0.001002581533788841
girf-ngas-1sigma,gold,gold,-0.4664379713779563,0.5139727459268183
girf-ngas-1sigma,gold,maize,-0.03688818592371518,0.045693407838949235
girf-ngas-1sigma,gold,ngas_us,-0.024065225903624626,0.029121200160089383
girf-ngas-1sigma,gold,coffee_arabic,-0.022813456818165007,0.02888506842364842
girf-ngas-1sigma,gold,cotton_a_indx,-0.020364517573833396,0.0232304594711739
girf-ngas-1sigma,gold,soybeans,-0.01929683021235211,0.024663749450319634
girf-ngas-1sigma,gold,copper,-0.015967631189082017,0.02004571503869746
girf-ngas-1sigma,gold,platinum,-0.01501996795079716,0.0179017880686828
girf-ngas-1sigma,gold,zinc,-0.014097586316169173,0.018696432143480973
girf-ngas-1sigma,gold,sugar_wld,-0.013063451191562478,0.016114963582215737
girf-ngas-1sigma,gold,wheat_us_hrw,-0.013007596370431048,0.016132622387837855
girf-ngas-1sigma,gold,nickel,-0.012251423074874418,0.014774317661391706
girf-ngas-1sigma,gold,tin,-0.011992775269051402,0.016209872910016083
girf-ngas-1sigma,gold,lead,-0.009671765222576676,0.011366402481713228
girf-ngas-1sigma,gold,cocoa,-0.005555862994912029,0.007135712840944491
girf-ngas-1sigma,gold,crude_wti,-0.0020166803370781764,0.0028993664445189304
girf-ngas-1sigma,gold,silver,-0.0018453412092787258,0.002575201899654487
girf-ngas-1sigma,gold,aluminium,-0.001064024537848226,0.0014197590858726781
girf-ngas-1sigma,lead,lead,-0.5097209221498817,0.5097209221498817
girf-ngas-1sigma,lead,maize,-0.05579844322683829,0.05579844322683829
girf-ngas-1sigma,lead,zinc,-0.05423208873752364,0.05423208873752364
girf-ngas-1sigma,lead,tin,-0.05350967686500033,0.05350967686500033
girf-ngas-1sigma,lead,ngas_us,-0.04549657309168815,0.04549657309168815
girf-ngas-1sigma,lead,copper,-0.03881091880391388,0.03881091880391388
girf-ngas-1sigma,lead,soybeans,-0.03172354484158865,0.03172354484158865
girf-ngas-1sigma,lead,platinum,-0.03008956144574433,0.03008956144574433
girf-ngas-1sigma,lead,coffee_arabic,-0.028470801626838856,0.028470801626838856
girf-ngas-1sigma,lead,wheat_us_hrw,-0.02398798012749855,0.02398798012749855
girf-ngas-1sigma,lead,cocoa,-0.019552200325532513,0.019552200325532513
girf-ngas-1sigma,lead,silver,-0.013378669384183955,0.013378669384183955
girf-ngas-1sigma,lead,nickel,-0.012453820926322502,0.012453820926322502
girf-ngas-1sigma,lead,aluminium,-0.009985765152662513,0.009985765152662513
girf-ngas-1sigma,lead,cotton_a_indx,-0.0073857633345981895,0.0073857633345981895
girf-ngas-1sigma,lead,sugar_wld,-0.0064910993178217795,0.0064910993178217795
girf-ngas-1sigma,lead,gold,-0.005046017540045459,0.005046017540045459
girf-ngas-1sigma,lead,crude_wti,-0.00303984594920571,0.00303984594920571
girf-ngas-1sigma,maize,maize,0.2393478792276573,0.45524971443583256
girf-ngas-1sigma,maize,lead,0.034150260111685246,0.05335047935706873
girf-ngas-1sigma,maize,zinc,0.0243420910737048,0.0486338810497057
girf-ngas-1sigma,maize,platinum,0.02059599762086935,0.040072156133325126
girf-ngas-1sigma,maize,nickel,0.019151969468107766,0.03978761863364364
girf-ngas-1sigma,maize,soybeans,0.015843114102711456,0.04075853428502876
girf-ngas-1sigma,maize,gold,0.012042333531690604,0.0229760132065545
girf-ngas-1sigma,maize,wheat_us_hrw,0.011261991676261466,0.018812237377542868
girf-ngas-1sigma,maize,aluminium,0.011230244116474417,0.024843020287229338
girf-ngas-1sigma,maize,ngas_us,0.00988665688478525,0.016599446756062033
girf-ngas-1sigma,maize,silver,0.007140077042303936,0.01465296476512579
girf-ngas-1sigma,maize,cocoa,0.006396953104797372,0.00888203135541632
girf-ngas-1sigma,maize,coffee_arabic,0.006325700360016567,0.0124094848824174
girf-ngas-1sigma,maize,tin,0.005862783961144013,0.00833195640469276
girf-ngas-1sigma,maize,copper,0.005712636075752002,0.011875752293366109
girf-ngas-1sigma,maize,crude_wti,0.00479290994253189,0.009859073502336944
girf-ngas-1sigma,maize,cotton_a_indx,0.0034835081678042637,0.0063291286059281885
girf-ngas-1sigma,maize,sugar_wld,0.003304016431796656,0.005857444644050065
girf-ngas-1sigma,ngas_us,ngas_us,0.929065615585109,1.271343754349126
girf-ngas-1sigma,ngas_us,copper,-0.015358379101706558,0.03719683032788175
girf-ngas-1sigma,ngas_us,maize,-0.013494143216240085,0.04273824553191063
girf-ngas-1sigma,ngas_us,soybeans,-0.011180383642321517,0.0336796209368476
girf-ngas-1sigma,ngas_us,zinc,-0.010493288138486339,0.01923831272789859
girf-ngas-1sigma,ngas_us,wheat_us_hrw,-0.010142601426580624,0.030212842565892496
girf-ngas-1sigma,ngas_us,coffee_arabic,-0.009786777019028354,0.028184806587261375
girf-ngas-1sigma,ngas_us,sugar_wld,-0.007656354190647689,0.023847435432948032
girf-ngas-1sigma,ngas_us,gold,-0.007098135324808651,0.02292172209188451
girf-ngas-1sigma,ngas_us,crude_wti,-0.0053161464470909674,0.015179756508068918
girf-ngas-1sigma,ngas_us,aluminium,-0.004542845791068814,0.010454304385112233
girf-ngas-1sigma,ngas_us,cocoa,-0.004516673601169355,0.01087211478898336
girf-ngas-1sigma,ngas_us,silver,-0.004207614137692325,0.014416074992703802
girf-ngas-1sigma,ngas_us,cotton_a_indx,-0.0039532473009586695,0.011707838223152425
girf-ngas-1sigma,ngas_us,tin,-0.00385790873002048,0.01280553875329738
girf-ngas-1sigma,ngas_us,nickel,-0.002926968920308754,0.007272214632283076
girf-ngas-1sigma,ngas_us,platinum,-0.0017104291972230468,0.0037157117585312266
girf-ngas-1sigma,ngas_us,lead,-4.869399051180024e-4,8.730368770105573e-4
girf-ngas-1sigma,nickel,nickel,-0.30644289842791167,0.3918310367025374
girf-ngas-1sigma,nickel,maize,-0.08029783281282399,0.09896937156699157
girf-ngas-1sigma,nickel,copper,-0.03915798852754597,0.05137765487249272
girf-ngas-1sigma,nickel,zinc,-0.03780738710571741,0.049541268370150354
girf-ngas-1sigma,nickel,soybeans,-0.028845083355435293,0.03488621154929526
girf-ngas-1sigma,nickel,wheat_us_hrw,-0.02776778019697644,0.03505878685355777
girf-ngas-1sigma,nickel,platinum,-0.01996983366531344,0.025559126549469863
girf-ngas-1sigma,nickel,ngas_us,-0.016581414491298036,0.020554860747122386
girf-ngas-1sigma,nickel,coffee_arabic,-0.016205354139550238,0.020886214482616787
girf-ngas-1sigma,nickel,tin,-0.014447565360434254,0.020101951296381093
girf-ngas-1sigma,nickel,gold,-0.013312052645366777,0.01798096731590934
girf-ngas-1sigma,nickel,cotton_a_indx,-0.013239349753975348,0.017565297289079296
girf-ngas-1sigma,nickel,sugar_wld,-0.011102661898709766,0.01532881791537161
girf-ngas-1sigma,nickel,cocoa,-0.010731323604697982,0.013390389617178793
girf-ngas-1sigma,nickel,aluminium,-0.009183171110607817,0.011898143110139444
girf-ngas-1sigma,nickel,lead,-0.007205566126408116,0.010262021543645212
girf-ngas-1sigma,nickel,crude_wti,-0.006541878431598708,0.009035785175461756
girf-ngas-1sigma,nickel,silver,-0.006269876759495061,0.008139281842337864
girf-ngas-1sigma,platinum,platinum,-0.043096611306734395,0.4031855151945305
girf-ngas-1sigma,platinum,maize,-0.008196230394709255,0.05429829528864179
girf-ngas-1sigma,platinum,soybeans,-0.006605352987711607,0.03822772863431969
girf-ngas-1sigma,platinum,copper,0.0036165569818727584,0.0176159939827737
girf-ngas-1sigma,platinum,wheat_us_hrw,-0.002900732511274021,0.03170735959904883
girf-ngas-1sigma,platinum,zinc,0.002510260706989717,0.012309837549274397
girf-ngas-1sigma,platinum,tin,0.0015799321921768014,0.009753713566845956
girf-ngas-1sigma,platinum,cocoa,0.001562560374685151,0.009158624442189126
girf-ngas-1sigma,platinum,cotton_a_indx,-0.0011600614229126539,0.014278960312999212
girf-ngas-1sigma,platinum,coffee_arabic,9.993871242004583e-4,0.014662274232314879
girf-ngas-1sigma,platinum,sugar_wld,-9.604222177601352e-4,0.01887189570316551
girf-ngas-1sigma,platinum,lead,-7.950859430992851e-4,0.016993539087216892
girf-ngas-1sigma,platinum,aluminium,6.975829573601044e-4,0.009742890919235513
girf-ngas-1sigma,platinum,crude_wti,5.042528658878837e-4,0.008307196868516583
girf-ngas-1sigma,platinum,gold,4.240228479916059e-4,0.008180266379571486
girf-ngas-1sigma,platinum,nickel,-1.1140156000103373e-4,0.010107433117785808
girf-ngas-1sigma,platinum,ngas_us,-1.01711263280855e-4,0.011714695649275434
girf-ngas-1sigma,platinum,silver,7.13665658935624e-5,0.0031833227841926905
girf-ngas-1sigma,silver,silver,-0.1930918321555091,0.49220669340627143
girf-ngas-1sigma,silver,cotton_a_indx,-0.014265408419931591,0.0487599406792879
girf-ngas-1sigma,silver,maize,0.007725386688289982,0.04512330959055168
girf-ngas-1sigma,silver,sugar_wld,-0.007219771201997224,0.021913970371924274
girf-ngas-1sigma,silver,platinum,0.005534626980338399,0.022048200809886884
girf-ngas-1sigma,silver,lead,0.005049526442189362,0.020653045919791627
girf-ngas-1sigma,silver,tin,0.00477939127703297,0.03898403761754531
girf-ngas-1sigma,silver,zinc,0.0024776762407417788,0.028696791150435226
girf-ngas-1sigma,silver,copper,0.002299833674572741,0.011905030489857568
girf-ngas-1sigma,silver,cocoa,0.0018726053886178658,0.007409099758488026
girf-ngas-1sigma,silver,wheat_us_hrw,0.0014714563260725677,0.017741080132469424
girf-ngas-1sigma,silver,soybeans,0.0011259253476724306,0.0254110958905897
girf-ngas-1sigma,silver,coffee_arabic,5.631650071067839e-4,0.017106778745965587
girf-ngas-1sigma,silver,gold,2.6287903838951546e-4,0.018881966725891958
girf-ngas-1sigma,silver,aluminium,2.484017340370729e-4,0.004431180738846475
girf-ngas-1sigma,silver,ngas_us,-1.8139225431067045e-4,0.023213283309424473
girf-ngas-1sigma,silver,nickel,-1.4367427310833466e-4,0.01059039231427427
girf-ngas-1sigma,silver,crude_wti,-1.417391376272986e-4,0.0047594304725620245
girf-ngas-1sigma,soybeans,platinum,0.016060042883779383,0.03426801398461779
girf-ngas-1sigma,soybeans,tin,0.01050290707797499,0.018898562126471
girf-ngas-1sigma,soybeans,lead,0.010449952138204356,0.0435275528779606
girf-ngas-1sigma,soybeans,zinc,0.005376058896663326,0.04284441703603353
girf-ngas-1sigma,soybeans,cocoa,0.005117093890828988,0.008497471958473939
girf-ngas-1sigma,soybeans,cotton_a_indx,0.003803680757565411,0.015621648072650892
girf-ngas-1sigma,soybeans,maize,0.003086923808881528,0.005082347308509542
girf-ngas-1sigma,soybeans,soybeans,-0.0027896770094549064,0.3416007703114863
girf-ngas-1sigma,soybeans,gold,0.002726301687185566,0.005202628263204896
girf-ngas-1sigma,soybeans,sugar_wld,0.0025363037465419586,0.00539884631220773
girf-ngas-1sigma,soybeans,coffee_arabic,0.0024404800049626697,0.007680107548389522
girf-ngas-1sigma,soybeans,aluminium,0.0023186051626927664,0.006865970405561122
girf-ngas-1sigma,soybeans,nickel,0.0022592093002144916,0.012420191112392608
girf-ngas-1sigma,soybeans,ngas_us,0.0021482495011367077,0.007445608955298503
girf-ngas-1sigma,soybeans,wheat_us_hrw,0.002098466116937519,0.0054300392228292735
girf-ngas-1sigma,soybeans,silver,0.0017766343813081294,0.003338604585901849
girf-ngas-1sigma,soybeans,copper,0.0011032405830428416,0.0029444046919575883
girf-ngas-1sigma,soybeans,crude_wti,9.293510558112147e-4,0.0015338680517233802
girf-ngas-1sigma,sugar_wld,sugar_wld,-0.45817817250010545,0.45817817250010545
girf-ngas-1sigma,sugar_wld,maize,-0.09928658446614522,0.09928658446614522
girf-ngas-1sigma,sugar_wld,nickel,-0.08166929173410883,0.08166929173410883
girf-ngas-1sigma,sugar_wld,soybeans,-0.0659517918267426,0.0659517918267426
girf-ngas-1sigma,sugar_wld,gold,-0.06000662735208532,0.06000662735208532
girf-ngas-1sigma,sugar_wld,coffee_arabic,-0.044873272994609956,0.044873272994609956
girf-ngas-1sigma,sugar_wld,ngas_us,-0.03996782977090978,0.03996782977090978
girf-ngas-1sigma,sugar_wld,zinc,-0.03674127654815689,0.03674127654815689
girf-ngas-1sigma,sugar_wld,wheat_us_hrw,-0.033781265864826424,0.033781265864826424
girf-ngas-1sigma,sugar_wld,cotton_a_indx,-0.032110414198329704,0.032110414198329704
girf-ngas-1sigma,sugar_wld,tin,-0.02080901754996332,0.02080901754996332
girf-ngas-1sigma,sugar_wld,copper,-0.019983020486327288,0.019983020486327288
girf-ngas-1sigma,sugar_wld,platinum,-0.015558716977498707,0.015558716977498707
girf-ngas-1sigma,sugar_wld,aluminium,-0.01507632392122362,0.01507632392122362
girf-ngas-1sigma,sugar_wld,silver,-0.014784902161479093,0.014784902161479093
girf-ngas-1sigma,sugar_wld,cocoa,-0.009726540037114558,0.009726540037114558
girf-ngas-1sigma,sugar_wld,crude_wti,-0.006833285860026454,0.006833285860026454
girf-ngas-1sigma,sugar_wld,lead,-0.0032809923222022344,0.0032809923222022344
girf-ngas-1sigma,tin,tin,0.09174990191352714,0.3579836722059717
girf-ngas-1sigma,tin,platinum,0.047802408624364544,0.08996164476833363
girf-ngas-1sigma,tin,lead,0.03950521043574006,0.05152124066511603
girf-ngas-1sigma,tin,soybeans,0.03162741134256669,0.06659027842415025
girf-ngas-1sigma,tin,maize,0.02209623784811359,0.0453308537241508
girf-ngas-1sigma,tin,coffee_arabic,0.013160222464756736,0.027207970695082986
girf-ngas-1sigma,tin,cocoa,0.012809708355614069,0.017360953204659663
girf-ngas-1sigma,tin,zinc,0.011538713878942834,0.0203394747961132
girf-ngas-1sigma,tin,gold,0.010616502481641593,0.0157780383010726
girf-ngas-1sigma,tin,nickel,0.010509675038082464,0.031494125164504026
girf-ngas-1sigma,tin,copper,0.010215066428781188,0.01342830673726823
girf-ngas-1sigma,tin,ngas_us,0.00833247317193785,0.010854332667277412
girf-ngas-1sigma,tin,wheat_us_hrw,0.00819136220035004,0.012774638718054565
girf-ngas-1sigma,tin,sugar_wld,0.007056869098226304,0.017682242925033148
girf-ngas-1sigma,tin,cotton_a_indx,0.006840573535275024,0.015109962549368252
girf-ngas-1sigma,tin,crude_wti,0.005588398741530415,0.015187444139588595
girf-ngas-1sigma,tin,silver,0.004928059216821494,0.008194118055496925
girf-ngas-1sigma,tin,aluminium,0.004310848831224597,0.01439965534607116
girf-ngas-1sigma,wheat_us_hrw,wheat_us_hrw,-0.05285891677230414,0.32901616195558187
girf-ngas-1sigma,wheat_us_hrw,maize,0.015039571624362176,0.06941989673788891
girf-ngas-1sigma,wheat_us_hrw,copper,0.014531070276447858,0.03970458521130498
girf-ngas-1sigma,wheat_us_hrw,soybeans,0.008743137892187192,0.04631373431366684
girf-ngas-1sigma,wheat_us_hrw,tin,0.0082711623910889185,0.014302447357132772
girf-ngas-1sigma,wheat_us_hrw,lead,0.006373229254734266,0.035737339892014844
girf-ngas-1sigma,wheat_us_hrw,platinum,0.005739827340376591,0.020067722348674048
girf-ngas-1sigma,wheat_us_hrw,coffee_arabic,0.005505070662772896,0.02775355772923288
girf-ngas-1sigma,wheat_us_hrw,ngas_us,0.004898736402121908,0.013811184202351735
girf-ngas-1sigma,wheat_us_hrw,zinc,0.0045310048327263834,0.10084187342831748
girf-ngas-1sigma,wheat_us_hrw,cocoa,0.0037064862644833703,0.014325194383311108
girf-ngas-1sigma,wheat_us_hrw,crude_wti,0.002257515231437067,0.003662859159775988
girf-ngas-1sigma,wheat_us_hrw,gold,0.0018246673753257807,0.010633675485830128
girf-ngas-1sigma,wheat_us_hrw,sugar_wld,8.096412940961897e-4,0.0184949453935076
girf-ngas-1sigma,wheat_us_hrw,cotton_a_indx,7.860527832144234e-4,0.0024872058953396363
girf-ngas-1sigma,wheat_us_hrw,aluminium,3.0932091868731163e-4,0.02054791422893829
girf-ngas-1sigma,wheat_us_hrw,nickel,-2.057203891167583e-4,0.05741453696857592
girf-ngas-1sigma,wheat_us_hrw,silver,2.0002502268532372e-4,0.014851204314720349
girf-ngas-1sigma,zinc,zinc,-0.2917228248712332,0.3978203978165025
girf-ngas-1sigma,zinc,maize,-0.030653792269397677,0.052610213858235645
girf-ngas-1sigma,zinc,soybeans,-0.02579192319361201,0.03985768180163077
girf-ngas-1sigma,zinc,tin,-0.025475066888885563,0.042239703084345485
girf-ngas-1sigma,zinc,coffee_arabic,-0.017679437897414864,0.02990876909420477
girf-ngas-1sigma,zinc,wheat_us_hrw,-0.011537454540459518,0.019445562921948222
girf-ngas-1sigma,zinc,sugar_wld,-0.010450709236874415,0.015217651100858053
girf-ngas-1sigma,zinc,ngas_us,-0.010430630259282543,0.018034654321210295
girf-ngas-1sigma,zinc,aluminium,-0.007296165140423319,0.011769244946106818
girf-ngas-1sigma,zinc,copper,-0.007188864977226517,0.011981945267169754
girf-ngas-1sigma,zinc,nickel,-0.007013346695181077,0.010374289057314938
girf-ngas-1sigma,zinc,crude_wti,-0.004552721604117689,0.007604090708536994
girf-ngas-1sigma,zinc,lead,-0.004302065120257633,0.007584989404135715
girf-ngas-1sigma,zinc,platinum,-0.0036978993736942038,0.009487695620341526
girf-ngas-1sigma,zinc,gold,-0.0036932745418730498,0.005893413503024411
girf-ngas-1sigma,zinc,cotton_a_indx,-0.0021506028732414615,0.004142899749568847
girf-ngas-1sigma,zinc,cocoa,-0.0012174715034632307,0.0029431276519330807
girf-ngas-1sigma,zinc,silver,-3.668851388683085e-4,0.0012912464733620607
one_sigma_supply_shock,aluminium,aluminium,0.5241054280819543,1.1723085896707166
one_sigma_supply_shock,aluminium,soybeans,-0.02369358603239361,0.05207446885869442
one_sigma_supply_shock,aluminium,tin,-0.021212919273181138,0.06567386348857125
one_sigma_supply_shock,aluminium,maize,-0.01652364976962222,0.04472410098632542
one_sigma_supply_shock,aluminium,coffee_arabic,-0.01619058003101915,0.05485142380154632
one_sigma_supply_shock,aluminium,copper,-0.013827238533365604,0.026871688064499452
one_sigma_supply_shock,aluminium,platinum,-0.010720234222113805,0.04747836717939926
one_sigma_supply_shock,aluminium,wheat_us_hrw,-0.008969975796415609,0.03062028827833975
one_sigma_supply_shock,aluminium,sugar_wld,-0.007577748724404684,0.03213328768381014
one_sigma_supply_shock,aluminium,nickel,-0.007229048007399073,0.01189047109008841
one_sigma_supply_shock,aluminium,ngas_us,-0.007131890214071719,0.027459805810286946
one_sigma_supply_shock,aluminium,lead,-0.006250342563262207,0.01519868190171466
one_sigma_supply_shock,aluminium,crude_wti,-0.005438081298152513,0.022490710036530876
one_sigma_supply_shock,aluminium,gold,-0.004454245746446209,0.013920010366625473
one_sigma_supply_shock,aluminium,zinc,-0.004112413304969788,0.02075438197359398
one_sigma_supply_shock,aluminium,cotton_a_indx,-0.0031998225653916772,0.024148016438082273
one_sigma_supply_shock,aluminium,cocoa,-0.0023264107525152195,0.013869792785238436
one_sigma_supply_shock,aluminium,silver,-0.0010408958615655078,0.0034536450464268437
one_sigma_supply_shock,cocoa,cocoa,-0.23215599166169384,0.7283685728663819
one_sigma_supply_shock,cocoa,maize,-0.08286980174508055,0.16531078138157895
one_sigma_supply_shock,cocoa,copper,-0.04267562573781747,0.0805683740184042
one_sigma_supply_shock,cocoa,ngas_us,-0.040715610640751326,0.07727450743287069
one_sigma_supply_shock,cocoa,wheat_us_hrw,-0.03443796920682418,0.07728892158222246
one_sigma_supply_shock,cocoa,lead,-0.024546747498497355,0.09382489007730296
one_sigma_supply_shock,cocoa,soybeans,-0.021575667088885607,0.04410852486254257
one_sigma_supply_shock,cocoa,gold,-0.01882667484045878,0.06731840294674846
one_sigma_supply_shock,cocoa,zinc,-0.018249135125442302,0.04378275850047303
one_sigma_supply_shock,cocoa,cotton_a_indx,-0.016606401009647383,0.04764550246061655
one_sigma_supply_shock,cocoa,platinum,-0.014949542847978553,0.051976376216843784
one_sigma_supply_shock,cocoa,coffee_arabic,-0.014798310118654373,0.04650409730218188
one_sigma_supply_shock,cocoa,tin,-0.01410720598461881,0.03690168814522379
one_sigma_supply_shock,cocoa,sugar_wld,-0.010826806637858665,0.033357589606539485
