scenario,regime,variable,t,sum_contrib,uncertainty,delta,residual
GIRF — aluminium to uncertainty shock,combined,silver,6,0.3192885292815535,vxo,0.31928852928155355,5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,silver,7,0.31573596599819215,vxo,0.3157359659981921,-5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,silver,8,-0.26938927439432536,vxo,-0.26938927439432536,0
GIRF — aluminium to uncertainty shock,combined,silver,9,-0.31278335681913877,vxo,-0.31278335681913877,0
GIRF — aluminium to uncertainty shock,combined,silver,10,0.18595698407391806,vxo,0.18595698407391803,-2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,silver,11,0.1439536233975403,vxo,0.1439536233975403,0
GIRF — aluminium to uncertainty shock,combined,silver,12,-0.1997207146234145,vxo,-0.19972071462341456,-5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,silver,13,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,14,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,15,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,16,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,17,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,18,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,19,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,20,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,21,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,22,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,23,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,silver,24,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,1,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,2,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,3,-0.28081294954137187,vxo,-0.2808129495413719,-5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,soybeans,4,-0.02546513078167957,vxo,-0.02546513078167957,0
GIRF — aluminium to uncertainty shock,combined,soybeans,5,0.10870587462256527,vxo,0.10870587462256528,1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,soybeans,6,0.14861750329437864,vxo,0.14861750329437864,0
GIRF — aluminium to uncertainty shock,combined,soybeans,7,-0.24915967174074566,vxo,-0.2491596717407457,-2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,soybeans,8,-0.1178215057859495,vxo,-0.1178215057859495,0
GIRF — aluminium to uncertainty shock,combined,soybeans,9,0.1841486732215444,vxo,0.18414867322154435,-5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,soybeans,10,0.2699480791463187,vxo,0.26994807914631863,-5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,soybeans,11,-0.23373060587805947,vxo,-0.23373060587805944,2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,soybeans,12,-5.455591545096997e-4,vxo,-5.455591545096997e-4,0
GIRF — aluminium to uncertainty shock,combined,soybeans,13,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,14,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,15,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,16,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,17,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,18,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,19,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,20,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,21,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,22,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,23,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,soybeans,24,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,1,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,2,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,3,-0.11329566238215587,vxo,-0.11329566238215588,-1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,sugar_wld,4,0.15808347584740726,vxo,0.15808347584740726,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,5,0.14417585228653687,vxo,0.14417585228653687,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,6,0.16759677897216504,vxo,0.16759677897216502,-2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,sugar_wld,7,-0.16738299901838835,vxo,-0.16738299901838835,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,8,-0.45439394122376253,vxo,-0.4543939412237624,1.1102230246251565e-16
GIRF — aluminium to uncertainty shock,combined,sugar_wld,9,0.07262907043556173,vxo,0.07262907043556172,-1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,sugar_wld,10,0.4949543117322362,vxo,0.4949543117322361,-1.1102230246251565e-16
GIRF — aluminium to uncertainty shock,combined,sugar_wld,11,0.04841196578244589,vxo,0.04841196578244589,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,12,-0.20054058713579742,vxo,-0.20054058713579745,-2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,sugar_wld,13,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,14,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,15,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,16,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,17,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,18,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,19,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,20,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,21,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,22,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,23,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,sugar_wld,24,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,1,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,2,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,3,-0.10687430184198402,vxo,-0.10687430184198402,0
GIRF — aluminium to uncertainty shock,combined,tin,4,3.666284893506502e-4,vxo,3.666284893506502e-4,0
GIRF — aluminium to uncertainty shock,combined,tin,5,-0.08111350848132978,vxo,-0.08111350848132978,0
GIRF — aluminium to uncertainty shock,combined,tin,6,0.3987715192772063,vxo,0.39877151927720633,5.551115123125783e-17
GIRF — aluminium to uncertainty shock,combined,tin,7,-0.057722582211946115,vxo,-0.05772258221194613,-1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,tin,8,-0.2350528645718801,vxo,-0.23505286457188007,2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,tin,9,0.09562067744191399,vxo,0.095620677441914,1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,tin,10,0.4182113129182532,vxo,0.4182113129182532,0
GIRF — aluminium to uncertainty shock,combined,tin,11,-0.10917339770708519,vxo,-0.10917339770708516,2.7755575615628914e-17
GIRF — aluminium to uncertainty shock,combined,tin,12,-0.33037772936128157,vxo,-0.33037772936128157,0
GIRF — aluminium to uncertainty shock,combined,tin,13,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,14,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,15,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,16,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,17,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,18,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,19,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,20,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,21,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,22,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,23,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,tin,24,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,1,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,2,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,3,0.03494490153669614,vxo,0.03494490153669614,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,4,-0.1327446832531523,vxo,-0.1327446832531523,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,5,0.03645865121155442,vxo,0.03645865121155443,6.938893903907228e-18
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,6,0.2691395719452033,vxo,0.2691395719452033,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,7,0.06993699936828641,vxo,0.0699369993682864,-1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,8,-0.17650068061314125,vxo,-0.17650068061314125,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,9,-0.11116625787248402,vxo,-0.111166257872484,1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,10,0.13062903193473,vxo,0.13062903193473,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,11,-0.09835556442615637,vxo,-0.09835556442615637,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,12,-0.026107867186282684,vxo,-0.02610786718628268,3.469446951953614e-18
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,13,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,14,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,15,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,16,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,17,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,18,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,19,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,20,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,21,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,22,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,23,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,wheat_us_hrw,24,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,1,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,2,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,3,0.06763766889024786,vxo,0.06763766889024786,0
GIRF — aluminium to uncertainty shock,combined,zinc,4,0.07665822043988907,vxo,0.07665822043988905,-1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,zinc,5,-0.12978953744094157,vxo,-0.12978953744094157,0
GIRF — aluminium to uncertainty shock,combined,zinc,6,0.09085558056721954,vxo,0.09085558056721953,-1.3877787807814457e-17
GIRF — aluminium to uncertainty shock,combined,zinc,7,-0.029094477398350985,vxo,-0.02909447739835099,-6.938893903907228e-18
GIRF — aluminium to uncertainty shock,combined,zinc,8,0.06001142847539988,vxo,0.06001142847539988,0
GIRF — aluminium to uncertainty shock,combined,zinc,9,-0.07499239175319751,vxo,-0.07499239175319751,0
GIRF — aluminium to uncertainty shock,combined,zinc,10,0.08309853138873485,vxo,0.08309853138873485,0
GIRF — aluminium to uncertainty shock,combined,zinc,11,0.0966557870170174,vxo,0.0966557870170174,0
GIRF — aluminium to uncertainty shock,combined,zinc,12,-0.03841453284461602,vxo,-0.03841453284461602,0
GIRF — aluminium to uncertainty shock,combined,zinc,13,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,14,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,15,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,16,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,17,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,18,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,19,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,20,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,21,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,22,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,23,0,vxo,0,0
GIRF — aluminium to uncertainty shock,combined,zinc,24,0,vxo,0,0
Oil supply spike,combined,aluminium,1,0,vxo,0,0
Oil supply spike,combined,aluminium,2,0,vxo,0,0
Oil supply spike,combined,aluminium,3,-0.12691097289387968,vxo,-0.12691097289387968,0
Oil supply spike,combined,aluminium,4,0.042891779142441924,vxo,0.04289177914244194,1.3877787807814457e-17
Oil supply spike,combined,aluminium,5,0.05229319053137305,vxo,0.05229319053137304,-1.3877787807814457e-17
Oil supply spike,combined,aluminium,6,0.29807992132434386,vxo,0.2980799213243439,5.551115123125783e-17
Oil supply spike,combined,aluminium,7,0.22318951025058723,vxo,0.22318951025058725,2.7755575615628914e-17
Oil supply spike,combined,aluminium,8,0.10718548685497256,vxo,0.10718548685497252,-4.163336342344337e-17
Oil supply spike,combined,aluminium,9,-0.03532440245864624,vxo,-0.03532440245864624,0
Oil supply spike,combined,aluminium,10,0.03335259422616513,vxo,0.03335259422616513,0
Oil supply spike,combined,aluminium,11,-0.029626535042857595,vxo,-0.0296265350428576,-3.469446951953614e-18
Oil supply spike,combined,aluminium,12,-0.090440321573424,vxo,-0.09044032157342403,-2.7755575615628914e-17
Oil supply spike,combined,aluminium,13,0,vxo,0,0
Oil supply spike,combined,aluminium,14,0,vxo,0,0
Oil supply spike,combined,aluminium,15,0,vxo,0,0
Oil supply spike,combined,aluminium,16,0,vxo,0,0
Oil supply spike,combined,aluminium,17,0,vxo,0,0
Oil supply spike,combined,aluminium,18,0,vxo,0,0
Oil supply spike,combined,aluminium,19,0,vxo,0,0
Oil supply spike,combined,aluminium,20,0,vxo,0,0
Oil supply spike,combined,aluminium,21,0,vxo,0,0
Oil supply spike,combined,aluminium,22,0,vxo,0,0
Oil supply spike,combined,aluminium,23,0,vxo,0,0
Oil supply spike,combined,aluminium,24,0,vxo,0,0
Oil supply spike,combined,cocoa,1,0,vxo,0,0
Oil supply spike,combined,cocoa,2,0,vxo,0,0
Oil supply spike,combined,cocoa,3,0.06951378193300776,vxo,0.06951378193300778,1.3877787807814457e-17
Oil supply spike,combined,cocoa,4,0.035601871439675956,vxo,0.03560187143967595,-6.938893903907228e-18
Oil supply spike,combined,cocoa,5,-0.03573759615104388,vxo,-0.03573759615104387,1.3877787807814457e-17
Oil supply spike,combined,cocoa,6,0.1392757384732097,vxo,0.13927573847320973,2.7755575615628914e-17
Oil supply spike,combined,cocoa,7,-0.15925214090701859,vxo,-0.15925214090701856,2.7755575615628914e-17
Oil supply spike,combined,cocoa,8,-0.013763012909637998,vxo,-0.013763012909638,-1.734723475976807e-18
Oil supply spike,combined,cocoa,9,0.009967551252717267,vxo,0.00996755125271727,3.469446951953614e-18
Oil supply spike,combined,cocoa,10,0.09535751145700293,vxo,0.09535751145700296,2.7755575615628914e-17
Oil supply spike,combined,cocoa,11,0.10864668788829654,vxo,0.10864668788829658,4.163336342344337e-17
Oil supply spike,combined,cocoa,12,0.030241125444549502,vxo,0.0302411254445495,-3.469446951953614e-18
Oil supply spike,combined,cocoa,13,0,vxo,0,0
Oil supply spike,combined,cocoa,14,0,vxo,0,0
Oil supply spike,combined,cocoa,15,0,vxo,0,0
Oil supply spike,combined,cocoa,16,0,vxo,0,0
Oil supply spike,combined,cocoa,17,0,vxo,0,0
Oil supply spike,combined,cocoa,18,0,vxo,0,0
Oil supply spike,combined,cocoa,19,0,vxo,0,0
Oil supply spike,combined,cocoa,20,0,vxo,0,0
Oil supply spike,combined,cocoa,21,0,vxo,0,0
Oil supply spike,combined,cocoa,22,0,vxo,0,0
Oil supply spike,combined,cocoa,23,0,vxo,0,0
Oil supply spike,combined,cocoa,24,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,1,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,2,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,3,-0.052889075052486315,vxo,-0.05288907505248632,-6.938893903907228e-18
Oil supply spike,combined,coffee_arabic,4,-0.0755890088898577,vxo,-0.0755890088898577,0
Oil supply spike,combined,coffee_arabic,5,-0.015871466936492214,vxo,-0.01587146693649221,3.469446951953614e-18
Oil supply spike,combined,coffee_arabic,6,0.1014721913172119,vxo,0.10147219131721189,-1.3877787807814457e-17
Oil supply spike,combined,coffee_arabic,7,0.00406866137527591,vxo,0.00406866137527591,0
Oil supply spike,combined,coffee_arabic,8,-0.06518519199646372,vxo,-0.06518519199646369,2.7755575615628914e-17
Oil supply spike,combined,coffee_arabic,9,-0.0032888841521669303,vxo,-0.00328888415216693,4.336808689942018e-19
Oil supply spike,combined,coffee_arabic,10,0.10944269389616551,vxo,0.10944269389616552,1.3877787807814457e-17
Oil supply spike,combined,coffee_arabic,11,-0.005038894945600911,vxo,-0.0050388949456009104,8.673617379884035e-19
Oil supply spike,combined,coffee_arabic,12,-0.020358075242278298,vxo,-0.02035807524227829,6.938893903907228e-18
Oil supply spike,combined,coffee_arabic,13,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,14,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,15,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,16,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,17,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,18,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,19,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,20,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,21,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,22,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,23,0,vxo,0,0
Oil supply spike,combined,coffee_arabic,24,0,vxo,0,0
Oil supply spike,combined,copper,1,0,vxo,0,0
Oil supply spike,combined,copper,2,0,vxo,0,0
Oil supply spike,combined,copper,3,-0.0200139779194014,vxo,-0.0200139779194014,0
Oil supply spike,combined,copper,4,0.18317147459873143,vxo,0.18317147459873143,0
Oil supply spike,combined,copper,5,0.12365089148338891,vxo,0.12365089148338892,1.3877787807814457e-17
Oil supply spike,combined,copper,6,0.3046574049811767,vxo,0.3046574049811767,0
Oil supply spike,combined,copper,7,0.1732921054386584,vxo,0.17329210543865836,-2.7755575615628914e-17
Oil supply spike,combined,copper,8,0.08825162438274081,vxo,0.08825162438274081,0
Oil supply spike,combined,copper,9,-0.08608684968500241,vxo,-0.08608684968500241,0
Oil supply spike,combined,copper,10,-0.013245398002732518,vxo,-0.01324539800273252,-1.734723475976807e-18
Oil supply spike,combined,copper,11,-0.017693381425773324,vxo,-0.01769338142577332,3.469446951953614e-18
Oil supply spike,combined,copper,12,-0.05722862800130221,vxo,-0.05722862800130222,-6.938893903907228e-18
Oil supply spike,combined,copper,13,0,vxo,0,0
Oil supply spike,combined,copper,14,0,vxo,0,0
Oil supply spike,combined,copper,15,0,vxo,0,0
Oil supply spike,combined,copper,16,0,vxo,0,0
Oil supply spike,combined,copper,17,0,vxo,0,0
Oil supply spike,combined,copper,18,0,vxo,0,0
Oil supply spike,combined,copper,19,0,vxo,0,0
Oil supply spike,combined,copper,20,0,vxo,0,0
Oil supply spike,combined,copper,21,0,vxo,0,0
Oil supply spike,combined,copper,22,0,vxo,0,0
Oil supply spike,combined,copper,23,0,vxo,0,0
Oil supply spike,combined,copper,24,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,1,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,2,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,3,-0.019364593741073126,vxo,-0.01936459374107313,-3.469446951953614e-18
Oil supply spike,combined,cotton_a_indx,4,0.07079391194440542,vxo,0.07079391194440542,0
Oil supply spike,combined,cotton_a_indx,5,0.006407309020752357,vxo,0.00640730902075236,2.6020852139652106e-18
Oil supply spike,combined,cotton_a_indx,6,0.12648505281369732,vxo,0.12648505281369732,0
Oil supply spike,combined,cotton_a_indx,7,0.08397742468132978,vxo,0.08397742468132978,0
Oil supply spike,combined,cotton_a_indx,8,-0.02005414974908392,vxo,-0.02005414974908392,0
Oil supply spike,combined,cotton_a_indx,9,0.0091455934588178,vxo,0.0091455934588178,0
Oil supply spike,combined,cotton_a_indx,10,0.027753360252837308,vxo,0.02775336025283731,3.469446951953614e-18
Oil supply spike,combined,cotton_a_indx,11,0.08851821276389416,vxo,0.08851821276389414,-1.3877787807814457e-17
Oil supply spike,combined,cotton_a_indx,12,0.01104482523976922,vxo,0.01104482523976922,0
Oil supply spike,combined,cotton_a_indx,13,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,14,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,15,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,16,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,17,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,18,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,19,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,20,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,21,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,22,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,23,0,vxo,0,0
Oil supply spike,combined,cotton_a_indx,24,0,vxo,0,0
Oil supply spike,combined,crude_wti,1,0,vxo,0,0
Oil supply spike,combined,crude_wti,2,-2,vxo,-2,0
Oil supply spike,combined,crude_wti,3,-0.3079404218853978,vxo,-0.3079404218853978,0
Oil supply spike,combined,crude_wti,4,0.23248198954266558,vxo,0.23248198954266555,-2.7755575615628914e-17
Oil supply spike,combined,crude_wti,5,-0.055278481842854964,vxo,-0.05527848184285497,-6.938893903907228e-18
Oil supply spike,combined,crude_wti,6,0.14670174388707086,vxo,0.14670174388707083,-2.7755575615628914e-17
Oil supply spike,combined,crude_wti,7,0.22567290354379288,vxo,0.2256729035437928,-8.326672684688674e-17
Oil supply spike,combined,crude_wti,8,0.2131762681059444,vxo,0.2131762681059443,-8.326672684688674e-17
Oil supply spike,combined,crude_wti,9,-0.09980268072172824,vxo,-0.09980268072172822,1.3877787807814457e-17
Oil supply spike,combined,crude_wti,10,-0.08285632746148815,vxo,-0.08285632746148815,0
Oil supply spike,combined,crude_wti,11,-0.012102198325699138,vxo,-0.01210219832569914,-1.734723475976807e-18
Oil supply spike,combined,crude_wti,12,-0.07017825719250584,vxo,-0.07017825719250584,0
Oil supply spike,combined,crude_wti,13,0,vxo,0,0
Oil supply spike,combined,crude_wti,14,0,vxo,0,0
Oil supply spike,combined,crude_wti,15,0,vxo,0,0
Oil supply spike,combined,crude_wti,16,0,vxo,0,0
Oil supply spike,combined,crude_wti,17,0,vxo,0,0
Oil supply spike,combined,crude_wti,18,0,vxo,0,0
Oil supply spike,combined,crude_wti,19,0,vxo,0,0
Oil supply spike,combined,crude_wti,20,0,vxo,0,0
Oil supply spike,combined,crude_wti,21,0,vxo,0,0
Oil supply spike,combined,crude_wti,22,0,vxo,0,0
Oil supply spike,combined,crude_wti,23,0,vxo,0,0
Oil supply spike,combined,crude_wti,24,0,vxo,0,0
Oil supply spike,combined,gold,1,0,vxo,0,0
Oil supply spike,combined,gold,2,0,vxo,0,0
Oil supply spike,combined,gold,3,0.18712258334023735,vxo,0.18712258334023735,0
Oil supply spike,combined,gold,4,-0.11436975615356526,vxo,-0.11436975615356525,1.3877787807814457e-17
Oil supply spike,combined,gold,5,-0.10731564754650372,vxo,-0.10731564754650372,0
Oil supply spike,combined,gold,6,0.11798005020691796,vxo,0.117980050206918,4.163336342344337e-17
Oil supply spike,combined,gold,7,0.17741079590448078,vxo,0.1774107959044808,2.7755575615628914e-17
Oil supply spike,combined,gold,8,-0.0318514028633789,vxo,-0.0318514028633789,0
Oil supply spike,combined,gold,9,-0.11153809370310462,vxo,-0.11153809370310463,-1.3877787807814457e-17
Oil supply spike,combined,gold,10,-0.03881599247718821,vxo,-0.03881599247718822,-6.938893903907228e-18
Oil supply spike,combined,gold,11,0.11011181662499663,vxo,0.11011181662499664,1.3877787807814457e-17
Oil supply spike,combined,gold,12,-0.05372239782935636,vxo,-0.05372239782935634,2.0816681711721685e-17
Oil supply spike,combined,gold,13,0,vxo,0,0
Oil supply spike,combined,gold,14,0,vxo,0,0
Oil supply spike,combined,gold,15,0,vxo,0,0
Oil supply spike,combined,gold,16,0,vxo,0,0
Oil supply spike,combined,gold,17,0,vxo,0,0
Oil supply spike,combined,gold,18,0,vxo,0,0
Oil supply spike,combined,gold,19,0,vxo,0,0
Oil supply spike,combined,gold,20,0,vxo,0,0
Oil supply spike,combined,gold,21,0,vxo,0,0
Oil supply spike,combined,gold,22,0,vxo,0,0
Oil supply spike,combined,gold,23,0,vxo,0,0
Oil supply spike,combined,gold,24,0,vxo,0,0
Oil supply spike,combined,lead,1,0,vxo,0,0
Oil supply spike,combined,lead,2,0,vxo,0,0
Oil supply spike,combined,lead,3,0.026803055844030664,vxo,0.02680305584403066,-3.469446951953614e-18
Oil supply spike,combined,lead,4,0.2463339845038953,vxo,0.2463339845038953,0
Oil supply spike,combined,lead,5,-0.17832569971208584,vxo,-0.1783256997120858,2.7755575615628914e-17
Oil supply spike,combined,lead,6,0.13266037134499292,vxo,0.13266037134499298,5.551115123125783e-17
Oil supply spike,combined,lead,7,0.03874316188682278,vxo,0.03874316188682279,6.938893903907228e-18
Oil supply spike,combined,lead,8,0.15593589767705207,vxo,0.15593589767705207,0
Oil supply spike,combined,lead,9,-0.0400657882753951,vxo,-0.0400657882753951,0
Oil supply spike,combined,lead,10,0.042152099219989976,vxo,0.04215209921998997,-6.938893903907228e-18
Oil supply spike,combined,lead,11,0.04016814700925203,vxo,0.04016814700925203,0
Oil supply spike,combined,lead,12,-0.0741172170029357,vxo,-0.0741172170029357,0
Oil supply spike,combined,lead,13,0,vxo,0,0
Oil supply spike,combined,lead,14,0,vxo,0,0
Oil supply spike,combined,lead,15,0,vxo,0,0
Oil supply spike,combined,lead,16,0,vxo,0,0
Oil supply spike,combined,lead,17,0,vxo,0,0
Oil supply spike,combined,lead,18,0,vxo,0,0
Oil supply spike,combined,lead,19,0,vxo,0,0
Oil supply spike,combined,lead,20,0,vxo,0,0
Oil supply spike,combined,lead,21,0,vxo,0,0
Oil supply spike,combined,lead,22,0,vxo,0,0
Oil supply spike,combined,lead,23,0,vxo,0,0
Oil supply spike,combined,lead,24,0,vxo,0,0
Oil supply spike,combined,maize,1,0,vxo,0,0
Oil supply spike,combined,maize,2,0,vxo,0,0
Oil supply spike,combined,maize,3,-0.011307012225441698,vxo,-0.0113070122254417,-1.734723475976807e-18
Oil supply spike,combined,maize,4,0.015785360110044114,vxo,0.01578536011004411,-3.469446951953614e-18
Oil supply spike,combined,maize,5,-0.08774227429407769,vxo,-0.08774227429407769,0
Oil supply spike,combined,maize,6,0.051071886261944074,vxo,0.05107188626194407,-6.938893903907228e-18
Oil supply spike,combined,maize,7,0.06488495302568421,vxo,0.0648849530256842,-1.3877787807814457e-17
Oil supply spike,combined,maize,8,0.01187467209320656,vxo,0.01187467209320656,0
