scenario,regime,variable,t,sum_contrib,uncertainty,delta,residual
Oil supply spike,combined,maize,9,-0.09549673611633563,vxo,-0.09549673611633562,1.3877787807814457e-17
Oil supply spike,combined,maize,10,0.09081891511951155,vxo,0.09081891511951153,-2.7755575615628914e-17
Oil supply spike,combined,maize,11,0.08232389431734881,vxo,0.08232389431734878,-2.7755575615628914e-17
Oil supply spike,combined,maize,12,0.004840612340535611,vxo,0.00484061234053561,-8.673617379884035e-19
Oil supply spike,combined,maize,13,0,vxo,0,0
Oil supply spike,combined,maize,14,0,vxo,0,0
Oil supply spike,combined,maize,15,0,vxo,0,0
Oil supply spike,combined,maize,16,0,vxo,0,0
Oil supply spike,combined,maize,17,0,vxo,0,0
Oil supply spike,combined,maize,18,0,vxo,0,0
Oil supply spike,combined,maize,19,0,vxo,0,0
Oil supply spike,combined,maize,20,0,vxo,0,0
Oil supply spike,combined,maize,21,0,vxo,0,0
Oil supply spike,combined,maize,22,0,vxo,0,0
Oil supply spike,combined,maize,23,0,vxo,0,0
Oil supply spike,combined,maize,24,0,vxo,0,0
Oil supply spike,combined,ngas_us,1,0,vxo,0,0
Oil supply spike,combined,ngas_us,2,0,vxo,0,0
Oil supply spike,combined,ngas_us,3,-0.12634579893834025,vxo,-0.12634579893834022,2.7755575615628914e-17
Oil supply spike,combined,ngas_us,4,-0.3254173292752872,vxo,-0.32541732927528727,-5.551115123125783e-17
Oil supply spike,combined,ngas_us,5,-0.12585155962639571,vxo,-0.12585155962639571,0
Oil supply spike,combined,ngas_us,6,0.15400506249153587,vxo,0.1540050624915359,2.7755575615628914e-17
Oil supply spike,combined,ngas_us,7,0.021156385335166054,vxo,0.02115638533516605,-3.469446951953614e-18
Oil supply spike,combined,ngas_us,8,0.0969872263255816,vxo,0.0969872263255816,0
Oil supply spike,combined,ngas_us,9,-0.06305389101735001,vxo,-0.06305389101735001,0
Oil supply spike,combined,ngas_us,10,-0.010955117543645842,vxo,-0.01095511754364584,1.734723475976807e-18
Oil supply spike,combined,ngas_us,11,0.11798513725645221,vxo,0.1179851372564522,-1.3877787807814457e-17
Oil supply spike,combined,ngas_us,12,-0.00362702521160995,vxo,-0.00362702521160995,0
Oil supply spike,combined,ngas_us,13,0,vxo,0,0
Oil supply spike,combined,ngas_us,14,0,vxo,0,0
Oil supply spike,combined,ngas_us,15,0,vxo,0,0
Oil supply spike,combined,ngas_us,16,0,vxo,0,0
Oil supply spike,combined,ngas_us,17,0,vxo,0,0
Oil supply spike,combined,ngas_us,18,0,vxo,0,0
Oil supply spike,combined,ngas_us,19,0,vxo,0,0
Oil supply spike,combined,ngas_us,20,0,vxo,0,0
Oil supply spike,combined,ngas_us,21,0,vxo,0,0
Oil supply spike,combined,ngas_us,22,0,vxo,0,0
Oil supply spike,combined,ngas_us,23,0,vxo,0,0
Oil supply spike,combined,ngas_us,24,0,vxo,0,0
Oil supply spike,combined,nickel,1,0,vxo,0,0
Oil supply spike,combined,nickel,2,0,vxo,0,0
Oil supply spike,combined,nickel,3,-0.009709257643316297,vxo,-0.0097092576433163,-3.469446951953614e-18
Oil supply spike,combined,nickel,4,0.07124244998616108,vxo,0.07124244998616108,0
Oil supply spike,combined,nickel,5,0.0032934958125293195,vxo,0.00329349581252932,4.336808689942018e-19
Oil supply spike,combined,nickel,6,0.2516737723359531,vxo,0.2516737723359531,0
Oil supply spike,combined,nickel,7,0.1168742891145433,vxo,0.11687428911454328,-1.3877787807814457e-17
Oil supply spike,combined,nickel,8,0.006594608493824171,vxo,0.00659460849382417,-8.673617379884035e-19
Oil supply spike,combined,nickel,9,-0.07823821782937916,vxo,-0.07823821782937915,1.3877787807814457e-17
Oil supply spike,combined,nickel,10,0.07255391560995014,vxo,0.07255391560995016,1.3877787807814457e-17
Oil supply spike,combined,nickel,11,0.026263468067168318,vxo,0.02626346806716832,3.469446951953614e-18
Oil supply spike,combined,nickel,12,-0.053312453907093535,vxo,-0.05331245390709354,-6.938893903907228e-18
Oil supply spike,combined,nickel,13,0,vxo,0,0
Oil supply spike,combined,nickel,14,0,vxo,0,0
Oil supply spike,combined,nickel,15,0,vxo,0,0
Oil supply spike,combined,nickel,16,0,vxo,0,0
Oil supply spike,combined,nickel,17,0,vxo,0,0
Oil supply spike,combined,nickel,18,0,vxo,0,0
Oil supply spike,combined,nickel,19,0,vxo,0,0
Oil supply spike,combined,nickel,20,0,vxo,0,0
Oil supply spike,combined,nickel,21,0,vxo,0,0
Oil supply spike,combined,nickel,22,0,vxo,0,0
Oil supply spike,combined,nickel,23,0,vxo,0,0
Oil supply spike,combined,nickel,24,0,vxo,0,0
Oil supply spike,combined,platinum,1,0,vxo,0,0
Oil supply spike,combined,platinum,2,0,vxo,0,0
Oil supply spike,combined,platinum,3,0.10443928434772003,vxo,0.10443928434772004,1.3877787807814457e-17
Oil supply spike,combined,platinum,4,0.1971961118704813,vxo,0.19719611187048136,5.551115123125783e-17
Oil supply spike,combined,platinum,5,-0.08439409876325646,vxo,-0.08439409876325646,0
Oil supply spike,combined,platinum,6,0.20185791401436884,vxo,0.20185791401436887,2.7755575615628914e-17
Oil supply spike,combined,platinum,7,0.05062612874635156,vxo,0.05062612874635157,6.938893903907228e-18
Oil supply spike,combined,platinum,8,0.054299366653909754,vxo,0.05429936665390976,6.938893903907228e-18
Oil supply spike,combined,platinum,9,-0.10335112990838899,vxo,-0.10335112990838898,1.3877787807814457e-17
Oil supply spike,combined,platinum,10,-0.041107403098139476,vxo,-0.04110740309813947,6.938893903907228e-18
Oil supply spike,combined,platinum,11,0.1335648806000087,vxo,0.1335648806000087,0
Oil supply spike,combined,platinum,12,0.042616854881364394,vxo,0.0426168548813644,6.938893903907228e-18
Oil supply spike,combined,platinum,13,0,vxo,0,0
Oil supply spike,combined,platinum,14,0,vxo,0,0
Oil supply spike,combined,platinum,15,0,vxo,0,0
Oil supply spike,combined,platinum,16,0,vxo,0,0
Oil supply spike,combined,platinum,17,0,vxo,0,0
Oil supply spike,combined,platinum,18,0,vxo,0,0
Oil supply spike,combined,platinum,19,0,vxo,0,0
Oil supply spike,combined,platinum,20,0,vxo,0,0
Oil supply spike,combined,platinum,21,0,vxo,0,0
Oil supply spike,combined,platinum,22,0,vxo,0,0
Oil supply spike,combined,platinum,23,0,vxo,0,0
Oil supply spike,combined,platinum,24,0,vxo,0,0
Oil supply spike,combined,silver,1,0,vxo,0,0
Oil supply spike,combined,silver,2,0,vxo,0,0
Oil supply spike,combined,silver,3,0.3395610008467846,vxo,0.3395610008467846,0
Oil supply spike,combined,silver,4,0.0771008200587985,vxo,0.07710082005879848,-1.3877787807814457e-17
Oil supply spike,combined,silver,5,-0.04785029237928055,vxo,-0.04785029237928054,6.938893903907228e-18
Oil supply spike,combined,silver,6,0.10983386022392323,vxo,0.10983386022392325,1.3877787807814457e-17
Oil supply spike,combined,silver,7,0.09146305684002481,vxo,0.0914630568400248,-1.3877787807814457e-17
Oil supply spike,combined,silver,8,0.048262725327886676,vxo,0.04826272532788667,-6.938893903907228e-18
Oil supply spike,combined,silver,9,-0.03484006038391468,vxo,-0.03484006038391468,0
Oil supply spike,combined,silver,10,2.464747197651408e-4,vxo,2.464747197651408e-4,0
Oil supply spike,combined,silver,11,0.12296787702477197,vxo,0.12296787702477194,-2.7755575615628914e-17
Oil supply spike,combined,silver,12,-0.003720860313007489,vxo,-0.00372086031300749,-8.673617379884035e-19
Oil supply spike,combined,silver,13,0,vxo,0,0
Oil supply spike,combined,silver,14,0,vxo,0,0
Oil supply spike,combined,silver,15,0,vxo,0,0
Oil supply spike,combined,silver,16,0,vxo,0,0
Oil supply spike,combined,silver,17,0,vxo,0,0
Oil supply spike,combined,silver,18,0,vxo,0,0
Oil supply spike,combined,silver,19,0,vxo,0,0
Oil supply spike,combined,silver,20,0,vxo,0,0
Oil supply spike,combined,silver,21,0,vxo,0,0
Oil supply spike,combined,silver,22,0,vxo,0,0
Oil supply spike,combined,silver,23,0,vxo,0,0
Oil supply spike,combined,silver,24,0,vxo,0,0
Oil supply spike,combined,soybeans,1,0,vxo,0,0
Oil supply spike,combined,soybeans,2,0,vxo,0,0
Oil supply spike,combined,soybeans,3,-0.15813166305557252,vxo,-0.15813166305557255,-2.7755575615628914e-17
Oil supply spike,combined,soybeans,4,-0.3090700347618354,vxo,-0.3090700347618355,-5.551115123125783e-17
Oil supply spike,combined,soybeans,5,0.0014176269648688996,vxo,0.0014176269648689,4.336808689942018e-19
Oil supply spike,combined,soybeans,6,0.14447205576006764,vxo,0.1444720557600676,-2.7755575615628914e-17
Oil supply spike,combined,soybeans,7,0.054416455634726524,vxo,0.05441645563472652,-6.938893903907228e-18
Oil supply spike,combined,soybeans,8,0.03134863352202532,vxo,0.03134863352202532,0
Oil supply spike,combined,soybeans,9,-0.03911325379043859,vxo,-0.03911325379043857,2.0816681711721685e-17
Oil supply spike,combined,soybeans,10,0.1378104835549901,vxo,0.1378104835549901,0
Oil supply spike,combined,soybeans,11,-0.06470003724692722,vxo,-0.0647000372469272,1.3877787807814457e-17
Oil supply spike,combined,soybeans,12,-0.05047406607264997,vxo,-0.05047406607264997,0
Oil supply spike,combined,soybeans,13,0,vxo,0,0
Oil supply spike,combined,soybeans,14,0,vxo,0,0
Oil supply spike,combined,soybeans,15,0,vxo,0,0
Oil supply spike,combined,soybeans,16,0,vxo,0,0
Oil supply spike,combined,soybeans,17,0,vxo,0,0
Oil supply spike,combined,soybeans,18,0,vxo,0,0
Oil supply spike,combined,soybeans,19,0,vxo,0,0
Oil supply spike,combined,soybeans,20,0,vxo,0,0
Oil supply spike,combined,soybeans,21,0,vxo,0,0
Oil supply spike,combined,soybeans,22,0,vxo,0,0
Oil supply spike,combined,soybeans,23,0,vxo,0,0
Oil supply spike,combined,soybeans,24,0,vxo,0,0
Oil supply spike,combined,sugar_wld,1,0,vxo,0,0
Oil supply spike,combined,sugar_wld,2,0,vxo,0,0
Oil supply spike,combined,sugar_wld,3,-0.11048706540566662,vxo,-0.1104870654056666,1.3877787807814457e-17
Oil supply spike,combined,sugar_wld,4,-0.1228731700961522,vxo,-0.1228731700961522,0
Oil supply spike,combined,sugar_wld,5,-0.08936980842429616,vxo,-0.08936980842429615,1.3877787807814457e-17
Oil supply spike,combined,sugar_wld,6,0.004087390433190219,vxo,0.00408739043319022,8.673617379884035e-19
Oil supply spike,combined,sugar_wld,7,0.1608649675068989,vxo,0.1608649675068989,0
Oil supply spike,combined,sugar_wld,8,0.10425317975471374,vxo,0.10425317975471374,0
Oil supply spike,combined,sugar_wld,9,-0.005751672531517259,vxo,-0.00575167253151726,-8.673617379884035e-19
Oil supply spike,combined,sugar_wld,10,0.044754841421152235,vxo,0.04475484142115223,-6.938893903907228e-18
Oil supply spike,combined,sugar_wld,11,0.03188166093862144,vxo,0.03188166093862144,0
Oil supply spike,combined,sugar_wld,12,-0.01024411433911468,vxo,-0.01024411433911468,0
Oil supply spike,combined,sugar_wld,13,0,vxo,0,0
Oil supply spike,combined,sugar_wld,14,0,vxo,0,0
Oil supply spike,combined,sugar_wld,15,0,vxo,0,0
Oil supply spike,combined,sugar_wld,16,0,vxo,0,0
Oil supply spike,combined,sugar_wld,17,0,vxo,0,0
Oil supply spike,combined,sugar_wld,18,0,vxo,0,0
Oil supply spike,combined,sugar_wld,19,0,vxo,0,0
Oil supply spike,combined,sugar_wld,20,0,vxo,0,0
Oil supply spike,combined,sugar_wld,21,0,vxo,0,0
Oil supply spike,combined,sugar_wld,22,0,vxo,0,0
Oil supply spike,combined,sugar_wld,23,0,vxo,0,0
Oil supply spike,combined,sugar_wld,24,0,vxo,0,0
Oil supply spike,combined,tin,1,0,vxo,0,0
Oil supply spike,combined,tin,2,0,vxo,0,0
Oil supply spike,combined,tin,3,-0.03586546020250825,vxo,-0.03586546020250825,0
Oil supply spike,combined,tin,4,0.1456126390881475,vxo,0.1456126390881475,0
Oil supply spike,combined,tin,5,0.017428953830563084,vxo,0.01742895383056308,-3.469446951953614e-18
Oil supply spike,combined,tin,6,0.20939118134946935,vxo,0.2093911813494694,5.551115123125783e-17
Oil supply spike,combined,tin,7,0.09705774120565747,vxo,0.0970577412056575,2.7755575615628914e-17
Oil supply spike,combined,tin,8,0.08350088040626939,vxo,0.08350088040626939,0
Oil supply spike,combined,tin,9,-0.11606757505269813,vxo,-0.11606757505269812,1.3877787807814457e-17
Oil supply spike,combined,tin,10,7.176345698253097e-4,vxo,7.176345698253097e-4,0
Oil supply spike,combined,tin,11,0.11193936863729176,vxo,0.11193936863729172,-4.163336342344337e-17
Oil supply spike,combined,tin,12,-0.02653651025621671,vxo,-0.02653651025621671,0
Oil supply spike,combined,tin,13,0,vxo,0,0
Oil supply spike,combined,tin,14,0,vxo,0,0
Oil supply spike,combined,tin,15,0,vxo,0,0
Oil supply spike,combined,tin,16,0,vxo,0,0
Oil supply spike,combined,tin,17,0,vxo,0,0
Oil supply spike,combined,tin,18,0,vxo,0,0
Oil supply spike,combined,tin,19,0,vxo,0,0
Oil supply spike,combined,tin,20,0,vxo,0,0
Oil supply spike,combined,tin,21,0,vxo,0,0
Oil supply spike,combined,tin,22,0,vxo,0,0
Oil supply spike,combined,tin,23,0,vxo,0,0
Oil supply spike,combined,tin,24,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,1,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,2,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,3,-0.07832284059159741,vxo,-0.0783228405915974,1.3877787807814457e-17
Oil supply spike,combined,wheat_us_hrw,4,-0.19659440804760492,vxo,-0.1965944080476049,2.7755575615628914e-17
Oil supply spike,combined,wheat_us_hrw,5,0.06789824206348588,vxo,0.06789824206348588,0
Oil supply spike,combined,wheat_us_hrw,6,0.09948163974983373,vxo,0.09948163974983372,-1.3877787807814457e-17
Oil supply spike,combined,wheat_us_hrw,7,-0.022686420976974223,vxo,-0.02268642097697422,3.469446951953614e-18
Oil supply spike,combined,wheat_us_hrw,8,-0.03152446312691514,vxo,-0.03152446312691514,0
Oil supply spike,combined,wheat_us_hrw,9,-0.090266436440855,vxo,-0.090266436440855,0
Oil supply spike,combined,wheat_us_hrw,10,0.12194807932385282,vxo,0.12194807932385283,1.3877787807814457e-17
Oil supply spike,combined,wheat_us_hrw,11,0.026822199760832655,vxo,0.02682219976083266,3.469446951953614e-18
Oil supply spike,combined,wheat_us_hrw,12,-8.564609580822075e-4,vxo,-8.564609580822073e-4,2.168404344971009e-19
Oil supply spike,combined,wheat_us_hrw,13,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,14,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,15,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,16,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,17,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,18,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,19,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,20,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,21,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,22,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,23,0,vxo,0,0
Oil supply spike,combined,wheat_us_hrw,24,0,vxo,0,0
Oil supply spike,combined,zinc,1,0,vxo,0,0
Oil supply spike,combined,zinc,2,0,vxo,0,0
Oil supply spike,combined,zinc,3,0.20480628779063875,vxo,0.20480628779063875,0
Oil supply spike,combined,zinc,4,0.2440669258975624,vxo,0.2440669258975624,0
Oil supply spike,combined,zinc,5,0.00436231276923852,vxo,0.00436231276923852,0
Oil supply spike,combined,zinc,6,0.262832056560683,vxo,0.262832056560683,0
Oil supply spike,combined,zinc,7,0.03247605340971541,vxo,0.03247605340971542,6.938893903907228e-18
Oil supply spike,combined,zinc,8,0.05827775773012589,vxo,0.0582777577301259,6.938893903907228e-18
Oil supply spike,combined,zinc,9,0.02069208620361549,vxo,0.02069208620361549,0
Oil supply spike,combined,zinc,10,0.017161603046887935,vxo,0.01716160304688794,3.469446951953614e-18
Oil supply spike,combined,zinc,11,-0.012454353723716232,vxo,-0.01245435372371623,1.734723475976807e-18
Oil supply spike,combined,zinc,12,-0.0467133669069162,vxo,-0.04671336690691621,-6.938893903907228e-18
Oil supply spike,combined,zinc,13,0,vxo,0,0
Oil supply spike,combined,zinc,14,0,vxo,0,0
Oil supply spike,combined,zinc,15,0,vxo,0,0
Oil supply spike,combined,zinc,16,0,vxo,0,0
Oil supply spike,combined,zinc,17,0,vxo,0,0
Oil supply spike,combined,zinc,18,0,vxo,0,0
Oil supply spike,combined,zinc,19,0,vxo,0,0
Oil supply spike,combined,zinc,20,0,vxo,0,0
Oil supply spike,combined,zinc,21,0,vxo,0,0
Oil supply spike,combined,zinc,22,0,vxo,0,0
Oil supply spike,combined,zinc,23,0,vxo,0,0
Oil supply spike,combined,zinc,24,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,1,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,2,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,3,0.053192866140132675,vxo,0.05319286614013268,6.938893903907228e-18
girf-ngas-1sigma,combined,aluminium,4,-0.1445477250717588,vxo,-0.14454772507175886,-5.551115123125783e-17
girf-ngas-1sigma,combined,aluminium,5,-0.0276816777144988,vxo,-0.0276816777144988,0
girf-ngas-1sigma,combined,aluminium,6,0.20428981647582148,vxo,0.2042898164758215,2.7755575615628914e-17
girf-ngas-1sigma,combined,aluminium,7,0.3127613718596134,vxo,0.3127613718596133,-1.1102230246251565e-16
girf-ngas-1sigma,combined,aluminium,8,-0.016586132738199713,vxo,-0.01658613273819971,3.469446951953614e-18
girf-ngas-1sigma,combined,aluminium,9,-0.16543461912612992,vxo,-0.16543461912612994,-2.7755575615628914e-17
girf-ngas-1sigma,combined,aluminium,10,-0.1194251469676808,vxo,-0.1194251469676808,0
girf-ngas-1sigma,combined,aluminium,11,-0.08306160645321327,vxo,-0.08306160645321327,0
girf-ngas-1sigma,combined,aluminium,12,-0.1209412819770544,vxo,-0.12094128197705444,-4.163336342344337e-17
girf-ngas-1sigma,combined,aluminium,13,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,14,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,15,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,16,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,17,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,18,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,19,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,20,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,21,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,22,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,23,0,vxo,0,0
girf-ngas-1sigma,combined,aluminium,24,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,1,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,2,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,3,0.12194307464948943,vxo,0.12194307464948945,1.3877787807814457e-17
girf-ngas-1sigma,combined,cocoa,4,-0.027134240407891516,vxo,-0.02713424040789151,6.938893903907228e-18
girf-ngas-1sigma,combined,cocoa,5,0.023215460996294953,vxo,0.02321546099629495,-3.469446951953614e-18
girf-ngas-1sigma,combined,cocoa,6,-0.2541080528902963,vxo,-0.25410805289029637,-5.551115123125783e-17
girf-ngas-1sigma,combined,cocoa,7,-0.08120603542386083,vxo,-0.0812060354238608,2.7755575615628914e-17
girf-ngas-1sigma,combined,cocoa,8,-0.06988991737015204,vxo,-0.06988991737015203,1.3877787807814457e-17
girf-ngas-1sigma,combined,cocoa,9,-0.15006702196013794,vxo,-0.150067021960138,-5.551115123125783e-17
girf-ngas-1sigma,combined,cocoa,10,-0.03241693662537666,vxo,-0.03241693662537666,0
girf-ngas-1sigma,combined,cocoa,11,0.21157125509620217,vxo,0.21157125509620217,0
girf-ngas-1sigma,combined,cocoa,12,0.20803354614364727,vxo,0.20803354614364725,-2.7755575615628914e-17
girf-ngas-1sigma,combined,cocoa,13,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,14,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,15,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,16,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,17,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,18,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,19,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,20,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,21,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,22,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,23,0,vxo,0,0
girf-ngas-1sigma,combined,cocoa,24,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,1,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,2,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,3,-0.006141066281371498,vxo,-0.0061410662813715,-1.734723475976807e-18
girf-ngas-1sigma,combined,coffee_arabic,4,-0.0409333993673413,vxo,-0.04093339936734129,6.938893903907228e-18
girf-ngas-1sigma,combined,coffee_arabic,5,0.039271502235966746,vxo,0.03927150223596673,-1.3877787807814457e-17
girf-ngas-1sigma,combined,coffee_arabic,6,-0.038555077525393514,vxo,-0.03855507752539351,6.938893903907228e-18
girf-ngas-1sigma,combined,coffee_arabic,7,-0.10257369299762951,vxo,-0.10257369299762951,0
girf-ngas-1sigma,combined,coffee_arabic,8,-0.04661670295449443,vxo,-0.04661670295449443,0
girf-ngas-1sigma,combined,coffee_arabic,9,0.06517364541127729,vxo,0.06517364541127728,-1.3877787807814457e-17
girf-ngas-1sigma,combined,coffee_arabic,10,-0.01982194160104524,vxo,-0.01982194160104524,0
girf-ngas-1sigma,combined,coffee_arabic,11,-0.06669457065572502,vxo,-0.06669457065572501,1.3877787807814457e-17
girf-ngas-1sigma,combined,coffee_arabic,12,0.033165086971338145,vxo,0.03316508697133814,-6.938893903907228e-18
girf-ngas-1sigma,combined,coffee_arabic,13,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,14,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,15,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,16,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,17,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,18,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,19,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,20,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,21,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,22,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,23,0,vxo,0,0
girf-ngas-1sigma,combined,coffee_arabic,24,0,vxo,0,0
girf-ngas-1sigma,combined,copper,1,0,vxo,0,0
girf-ngas-1sigma,combined,copper,2,0,vxo,0,0
girf-ngas-1sigma,combined,copper,3,-0.04259133231673787,vxo,-0.04259133231673787,0
girf-ngas-1sigma,combined,copper,4,-0.1206054989573451,vxo,-0.1206054989573451,0
girf-ngas-1sigma,combined,copper,5,0.07267297106874522,vxo,0.07267297106874523,1.3877787807814457e-17
girf-ngas-1sigma,combined,copper,6,0.1503124617111065,vxo,0.1503124617111065,0
girf-ngas-1sigma,combined,copper,7,0.2019904484734161,vxo,0.20199044847341605,-5.551115123125783e-17
girf-ngas-1sigma,combined,copper,8,-0.053629686624159165,vxo,-0.05362968662415918,-1.3877787807814457e-17
girf-ngas-1sigma,combined,copper,9,-0.19004098110521073,vxo,-0.1900409811052107,2.7755575615628914e-17
girf-ngas-1sigma,combined,copper,10,-0.22074111589833909,vxo,-0.2207411158983391,-2.7755575615628914e-17
girf-ngas-1sigma,combined,copper,11,-0.12209185649866096,vxo,-0.12209185649866096,0
girf-ngas-1sigma,combined,copper,12,0.017651519054515563,vxo,0.01765151905451556,-3.469446951953614e-18
girf-ngas-1sigma,combined,copper,13,0,vxo,0,0
girf-ngas-1sigma,combined,copper,14,0,vxo,0,0
girf-ngas-1sigma,combined,copper,15,0,vxo,0,0
girf-ngas-1sigma,combined,copper,16,0,vxo,0,0
girf-ngas-1sigma,combined,copper,17,0,vxo,0,0
girf-ngas-1sigma,combined,copper,18,0,vxo,0,0
girf-ngas-1sigma,combined,copper,19,0,vxo,0,0
girf-ngas-1sigma,combined,copper,20,0,vxo,0,0
girf-ngas-1sigma,combined,copper,21,0,vxo,0,0
girf-ngas-1sigma,combined,copper,22,0,vxo,0,0
girf-ngas-1sigma,combined,copper,23,0,vxo,0,0
girf-ngas-1sigma,combined,copper,24,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,1,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,2,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,3,0.32729294241370993,vxo,0.3272929424137099,-5.551115123125783e-17
girf-ngas-1sigma,combined,cotton_a_indx,4,0.23631030645351062,vxo,0.23631030645351067,5.551115123125783e-17
girf-ngas-1sigma,combined,cotton_a_indx,5,-0.0939064256699675,vxo,-0.09390642566996754,-4.163336342344337e-17
girf-ngas-1sigma,combined,cotton_a_indx,6,-0.1812746748622295,vxo,-0.1812746748622295,0
girf-ngas-1sigma,combined,cotton_a_indx,7,0.07835309405535965,vxo,0.07835309405535966,1.3877787807814457e-17
girf-ngas-1sigma,combined,cotton_a_indx,8,0.061804931852219525,vxo,0.06180493185221953,6.938893903907228e-18
girf-ngas-1sigma,combined,cotton_a_indx,9,-0.14226197434452847,vxo,-0.14226197434452845,2.7755575615628914e-17
girf-ngas-1sigma,combined,cotton_a_indx,10,-0.028904705027199773,vxo,-0.02890470502719978,-6.938893903907228e-18
girf-ngas-1sigma,combined,cotton_a_indx,11,0.06548058620734701,vxo,0.065480586207347,-1.3877787807814457e-17
girf-ngas-1sigma,combined,cotton_a_indx,12,0.01674000561999099,vxo,0.01674000561999099,0
girf-ngas-1sigma,combined,cotton_a_indx,13,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,14,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,15,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,16,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,17,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,18,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,19,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,20,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,21,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,22,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,23,0,vxo,0,0
girf-ngas-1sigma,combined,cotton_a_indx,24,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,1,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,2,0,vxo,0,0
girf-ngas-1sigma,combined,crude_wti,3,-0.20262106479182293,vxo,-0.2026210647918229,2.7755575615628914e-17
girf-ngas-1sigma,combined,crude_wti,4,-0.18537086121480564,vxo,-0.18537086121480567,-2.7755575615628914e-17
girf-ngas-1sigma,combined,crude_wti,5,0.1151266709142833,vxo,0.11512667091428332,1.3877787807814457e-17
girf-ngas-1sigma,combined,crude_wti,6,0.17751831628270168,vxo,0.1775183162827017,2.7755575615628914e-17
girf-ngas-1sigma,combined,crude_wti,7,0.3471174966789145,vxo,0.34711749667891445,-5.551115123125783e-17
