timestamp,inputs,outputs
2025-08-09T10:17:49Z,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/vix.csv; /Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/vxo.csv; /Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/jln_macro_uncertainty.csv,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_fred_wide.csv; /Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_fred_long.csv
