timestamp,input,outputs
2025-08-09T10:32:27Z,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/ecb_ciss.csv,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_ciss.csv
2025-08-09T10:32:43Z,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/ecb_ciss.csv,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_ciss.csv
2025-08-09T10:49:44Z,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/ecb_ciss.csv,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_ciss.csv
2025-08-09T10:51:28Z,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/ecb_ciss.csv,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_ciss.csv
2025-08-09T10:53:33Z,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/ecb_ciss.csv,/Users/simonochmann/Projects/Nonlinear_SVAR_Uncertainty_Commodities/data/raw/uncertainty_ciss.csv
